CVEGEO,year,crime_count,local_I,quadrant_code,cluster,p_sim,significant,state,municipality
16096,2018,1.0,0.008731677400720173,3,ns,0.258,False,Michoacán de Ocampo,Tumbiscatío
16097,2018,1.0,0.013655177452856559,3,ns,0.455,False,Michoacán de Ocampo,Turicato
16098,2018,4.0,0.005497212857720117,3,ns,0.231,False,Michoacán de Ocampo,Tuxpan
16099,2018,5.0,0.012329126400265804,3,ns,0.413,False,Michoacán de Ocampo,Tuzantla
16100,2018,2.0,-0.01876348554929063,2,ns,0.078,False,Michoacán de Ocampo,Tzintzuntzan
16101,2018,1.0,-0.011451300552729336,2,ns,0.119,False,Michoacán de Ocampo,Tzitzio
16102,2018,226.0,-0.08486077895057341,4,ns,0.203,False,Michoacán de Ocampo,Uruapan
16103,2018,38.0,-0.0010251455988389872,4,ns,0.261,False,Michoacán de Ocampo,Venustiano Carranza
16104,2018,24.0,0.0005855609330935339,3,ns,0.223,False,Michoacán de Ocampo,Villamar
16105,2018,1.0,0.01298072539092007,3,ns,0.431,False,Michoacán de Ocampo,Vista Hermosa
16106,2018,8.0,-0.004113532077256228,2,ns,0.141,False,Michoacán de Ocampo,Yurécuaro
16107,2018,37.0,-0.0013493179170729164,4,ns,0.466,False,Michoacán de Ocampo,Zacapu
16108,2018,528.0,-0.036398844845416424,4,ns,0.212,False,Michoacán de Ocampo,Zamora
16109,2018,1.0,-0.012985678993634852,2,ns,0.098,False,Michoacán de Ocampo,Zináparo
16110,2018,14.0,0.0047663769317448325,3,ns,0.267,False,Michoacán de Ocampo,Zinapécuaro
16111,2018,5.0,-0.01118018333757097,2,ns,0.099,False,Michoacán de Ocampo,Ziracuaretiro
16112,2018,108.0,-0.032168243221204575,4,ns,0.34,False,Michoacán de Ocampo,Zitácuaro
16113,2018,22.0,-0.0015596112915753574,2,ns,0.147,False,Michoacán de Ocampo,José Sixto Verduzco
17001,2018,17.0,0.005231152650986703,3,ns,0.322,False,Morelos,Amacuzac
17002,2018,5.0,-0.0028706034176563364,2,ns,0.163,False,Morelos,Atlatlahucan
17003,2018,1.0,0.015164263941439462,3,ns,0.137,False,Morelos,Axochiapan
17004,2018,5.0,-0.00048517240861797254,2,ns,0.204,False,Morelos,Ayala
17005,2018,5.0,0.00915758744506707,3,ns,0.379,False,Morelos,Coatlán del Río
17006,2018,240.0,-0.071241759370911,4,ns,0.308,False,Morelos,Cuautla
17007,2018,487.0,-0.10115334061150894,4,ns,0.271,False,Morelos,Cuernavaca
17008,2018,34.0,0.0004894201182373597,1,ns,0.051,False,Morelos,Emiliano Zapata
17009,2018,5.0,-0.08977126364774814,2,LH,0.021,True,Morelos,Huitzilac
17010,2018,3.0,0.014027859359981786,3,ns,0.264,False,Morelos,Jantetelco
17011,2018,39.0,0.008578891251106639,1,HH,0.033,True,Morelos,Jiutepec
17012,2018,77.0,-0.012480420822601566,4,ns,0.247,False,Morelos,Jojutla
17013,2018,4.0,0.013067899421369017,3,ns,0.472,False,Morelos,Jonacatepec de Leandro Valle
17014,2018,11.0,0.0075152924443730295,3,ns,0.346,False,Morelos,Mazatepec
17015,2018,5.0,-0.018602619493793656,2,ns,0.075,False,Morelos,Miacatlán
17016,2018,3.0,0.014286310112685226,3,ns,0.292,False,Morelos,Ocuituco
17017,2018,33.0,0.00013024988150381594,3,ns,0.332,False,Morelos,Puente de Ixtla
17018,2018,22.0,-0.01230931686925327,2,LH,0.044,True,Morelos,Temixco
17019,2018,3.0,0.01280206436144548,3,ns,0.489,False,Morelos,Tepalcingo
17020,2018,18.0,-0.012527687832279878,2,ns,0.064,False,Morelos,Tepoztlán
17021,2018,3.0,0.009966490388927753,3,ns,0.26,False,Morelos,Tetecala
17022,2018,0.0,0.015651208901576535,3,ns,0.217,False,Morelos,Tetela del Volcán
17023,2018,0.0,0.007637780517423138,3,ns,0.245,False,Morelos,Tlalnepantla
17024,2018,19.0,0.004195739773474356,3,ns,0.32,False,Morelos,Tlaltizapán de Zapata
17025,2018,13.0,0.004977786919766162,3,ns,0.332,False,Morelos,Tlaquiltenango
17026,2018,6.0,0.009545271196279851,3,ns,0.334,False,Morelos,Tlayacapan
17027,2018,1.0,0.014491498009657811,3,ns,0.394,False,Morelos,Totolapan
17028,2018,10.0,0.006313284049948194,3,ns,0.268,False,Morelos,Xochitepec
17029,2018,24.0,-0.0016906029563769518,2,ns,0.156,False,Morelos,Yautepec
17030,2018,5.0,0.0017688298946882523,3,ns,0.234,False,Morelos,Yecapixtla
17031,2018,9.0,0.0022224104884836014,3,ns,0.171,False,Morelos,Zacatepec
17032,2018,0.0,0.015674382494358943,3,ns,0.163,False,Morelos,Zacualpan de Amilpas
17033,2018,1.0,0.01458592129832892,3,ns,0.375,False,Morelos,Temoac
17034,2018,0.0,0.009730355945673721,3,ns,0.297,False,,
17034,2018,0.0,0.009730355945673721,3,ns,0.297,False,Morelos,Coatetelco
17035,2018,0.0,0.004296148438201271,3,ns,0.22,False,,
17035,2018,0.0,0.004296148438201271,3,ns,0.22,False,Morelos,Xoxocotla
17036,2018,0.0,0.01617840813737611,3,ns,0.142,False,,
17036,2018,0.0,0.01617840813737611,3,ns,0.142,False,Morelos,Hueyapan
18001,2018,2.0,0.01319137055731294,3,ns,0.496,False,Nayarit,Acaponeta
18002,2018,1.0,0.01565605190326815,3,ns,0.074,False,Nayarit,Ahuacatlán
18003,2018,0.0,0.014562050040803812,3,ns,0.392,False,Nayarit,Amatlán de Cañas
18004,2018,1.0,0.015152461030355571,3,ns,0.254,False,Nayarit,Compostela
18005,2018,0.0,0.009292375042086388,3,ns,0.271,False,Nayarit,Huajicori
18006,2018,0.0,0.015952465607747723,3,ns,0.092,False,Nayarit,Ixtlán del Río
18007,2018,0.0,0.015935085413160924,3,ns,0.237,False,Nayarit,Jala
18008,2018,1.0,-0.01742357356117697,2,ns,0.088,False,Nayarit,Xalisco
18009,2018,2.0,-0.0018327503329040105,2,ns,0.202,False,Nayarit,Del Nayar
18010,2018,1.0,0.01524688431902668,3,ns,0.221,False,Nayarit,Rosamorada
18011,2018,0.0,0.01569176268894574,3,ns,0.309,False,Nayarit,Ruíz
18012,2018,3.0,-0.023816715143021704,2,ns,0.069,False,Nayarit,San Blas
18013,2018,0.0,0.01581342405105333,3,ns,0.215,False,Nayarit,San Pedro Lagunillas
18014,2018,2.0,-0.007552593311412998,2,ns,0.132,False,Nayarit,Santa María del Oro
18015,2018,1.0,-0.011962760033031174,2,ns,0.107,False,Nayarit,Santiago Ixcuintla
18016,2018,1.0,0.014302651432315593,3,ns,0.425,False,Nayarit,Tecuala
18017,2018,346.0,-0.14390655310399772,4,ns,0.296,False,Nayarit,Tepic
18018,2018,1.0,0.015459336718536673,3,ns,0.237,False,Nayarit,Tuxpan
18019,2018,0.0,0.015218635169638436,3,ns,0.225,False,Nayarit,La Yesca
18020,2018,3.0,-0.026659673422759524,2,ns,0.071,False,Nayarit,Bahía de Banderas
19001,2018,2.0,-0.028601615472326085,2,ns,0.069,False,Nuevo León,Abasolo
19002,2018,1.0,0.010552697967948698,3,ns,0.348,False,Nuevo León,Agualeguas
19003,2018,0.0,0.014677918004715804,3,ns,0.426,False,Nuevo León,Los Aldamas
19004,2018,60.0,0.012517603093563217,1,ns,0.088,False,Nuevo León,Allende
19005,2018,7.0,0.007247729304507719,3,ns,0.283,False,Nuevo León,Anáhuac
19006,2018,332.0,0.5096184003187295,1,HH,0.047,True,Nuevo León,Apodaca
19007,2018,2.0,0.013888646653740705,3,ns,0.354,False,Nuevo León,Aramberri
19008,2018,0.0,0.014110164981547041,3,ns,0.447,False,Nuevo León,Bustamante
19009,2018,117.0,0.170316073301363,1,HH,0.042,True,Nuevo León,Cadereyta Jiménez
19010,2018,30.0,-0.002145522639488566,2,ns,0.078,False,Nuevo León,El Carmen
19011,2018,12.0,0.008170143276414483,3,ns,0.493,False,Nuevo León,Cerralvo
19012,2018,52.0,-0.003986721263632474,4,ns,0.196,False,Nuevo León,Ciénega de Flores
19013,2018,6.0,0.006012168432799736,3,ns,0.312,False,Nuevo León,China
19014,2018,5.0,0.012173204163010857,3,ns,0.293,False,Nuevo León,Doctor Arroyo
19015,2018,1.0,0.013263995256933394,3,ns,0.446,False,Nuevo León,Doctor Coss
19016,2018,4.0,0.006639957999402969,3,ns,0.208,False,Nuevo León,Doctor González
19017,2018,12.0,-0.05012536906298027,2,LH,0.033,True,Nuevo León,Galeana
19018,2018,100.0,0.2301348156989354,1,HH,0.018,True,Nuevo León,García
19019,2018,41.0,0.06286429949268046,1,HH,0.011,True,Nuevo León,San Pedro Garza García
19020,2018,15.0,0.0014764973484042362,3,ns,0.194,False,Nuevo León,General Bravo
19021,2018,248.0,0.5789151056589145,1,HH,0.024,True,Nuevo León,General Escobedo
19022,2018,6.0,-0.0019328742137196227,2,ns,0.162,False,Nuevo León,General Terán
19023,2018,1.0,0.014318388647094105,3,ns,0.407,False,Nuevo León,General Treviño
19024,2018,1.0,0.014554446868771881,3,ns,0.353,False,Nuevo León,General Zaragoza
19025,2018,10.0,-0.016216172197071815,2,ns,0.07,False,Nuevo León,General Zuazua
19026,2018,375.0,1.9549482231919544,1,HH,0.008,True,Nuevo León,Guadalupe
19027,2018,5.0,0.012279840635616249,3,ns,0.446,False,Nuevo León,Los Herreras
19028,2018,3.0,0.004029507383968767,3,ns,0.21,False,Nuevo León,Higueras
19029,2018,5.0,-0.007247179318536641,2,ns,0.081,False,Nuevo León,Hualahuises
19030,2018,2.0,0.009378141904973615,3,ns,0.29,False,Nuevo León,Iturbide
19031,2018,141.0,0.5484068264051231,1,HH,0.01,True,Nuevo León,Juárez
19032,2018,4.0,0.012639369993237946,3,ns,0.375,False,Nuevo León,Lampazos de Naranjo
19033,2018,51.0,-0.006653733760970023,4,ns,0.495,False,Nuevo León,Linares
19034,2018,5.0,0.007242835488431936,3,ns,0.255,False,Nuevo León,Marín
19035,2018,0.0,0.013380196808901484,3,ns,0.349,False,Nuevo León,Melchor Ocampo
19036,2018,0.0,0.014840133154192595,3,ns,0.47,False,Nuevo León,Mier y Noriega
19037,2018,7.0,-0.006305451483245334,2,ns,0.141,False,Nuevo León,Mina
19038,2018,50.0,0.002559175979195284,1,ns,0.141,False,Nuevo León,Montemorelos
19039,2018,1048.0,1.8220744333400296,1,HH,0.049,True,Nuevo León,Monterrey
19040,2018,3.0,0.014507839329288173,3,ns,0.197,False,Nuevo León,Parás
19041,2018,51.0,0.013753526739024876,1,ns,0.066,False,Nuevo León,Pesquería
19042,2018,4.0,0.002048571269427222,3,ns,0.21,False,Nuevo León,Los Ramones
19043,2018,0.0,-0.0021113499661319173,2,ns,0.161,False,Nuevo León,Rayones
19044,2018,17.0,0.005534712309720611,3,ns,0.321,False,Nuevo León,Sabinas Hidalgo
19045,2018,43.0,0.003717963808281514,1,ns,0.119,False,Nuevo León,Salinas Victoria
19046,2018,189.0,1.0556868374849315,1,HH,0.008,True,Nuevo León,San Nicolás de los Garza
19047,2018,10.0,-0.013030188485372015,2,ns,0.083,False,Nuevo León,Hidalgo
19048,2018,172.0,0.41757181765937657,1,HH,0.024,True,Nuevo León,Santa Catarina
19049,2018,31.0,-0.0066979869471870184,2,LH,0.029,True,Nuevo León,Santiago
19050,2018,1.0,0.013295469686490428,3,ns,0.476,False,Nuevo León,Vallecillo
19051,2018,3.0,0.008548703402668893,3,ns,0.279,False,Nuevo León,Villaldama
20001,2018,0.0,0.016300069499483698,3,LL,0.018,True,,
20001,2018,0.0,0.016300069499483698,3,LL,0.018,True,Oaxaca,Abejones
20002,2018,4.0,0.013067899421369017,3,ns,0.414,False,Oaxaca,Acatlán de Pérez Figueroa
20003,2018,0.0,0.0163000694994837,3,LL,0.034,True,,
20003,2018,0.0,0.0163000694994837,3,LL,0.034,True,Oaxaca,Asunción Cacalotepec
20004,2018,0.0,0.014548145885134374,3,ns,0.468,False,,
20004,2018,0.0,0.014548145885134374,3,ns,0.468,False,Oaxaca,Asunción Cuyotepeji
20005,2018,0.0,0.015017095135440006,3,ns,0.19,False,,
20005,2018,0.0,0.015017095135440006,3,ns,0.19,False,Oaxaca,Asunción Ixtaltepec
20006,2018,9.0,0.011920260463610383,3,LL,0.001,True,,
20006,2018,9.0,0.011920260463610383,3,LL,0.001,True,Oaxaca,Asunción Nochixtlán
20007,2018,0.0,0.01508345587840778,3,ns,0.42,False,,
20007,2018,0.0,0.01508345587840778,3,ns,0.42,False,Oaxaca,Asunción Ocotlán
20008,2018,0.0,0.0163000694994837,3,ns,0.139,False,,
20008,2018,0.0,0.0163000694994837,3,ns,0.139,False,Oaxaca,Asunción Tlacolulita
20009,2018,0.0,0.016056746775268516,3,ns,0.099,False,,
20009,2018,0.0,0.016056746775268516,3,ns,0.099,False,Oaxaca,Ayotzintepec
20010,2018,1.0,0.014936636370535895,3,ns,0.218,False,,
20010,2018,1.0,0.014936636370535895,3,ns,0.218,False,Oaxaca,El Barrio de la Soledad
20011,2018,0.0,0.016202740409797627,3,ns,0.081,False,,
20011,2018,0.0,0.016202740409797627,3,ns,0.081,False,Oaxaca,Calihualá
20012,2018,3.0,0.014175545504383751,3,ns,0.218,False,,
20012,2018,3.0,0.014175545504383751,3,ns,0.218,False,Oaxaca,Candelaria Loxicha
20013,2018,0.0,0.014548145885134374,3,ns,0.467,False,,
20013,2018,0.0,0.014548145885134374,3,ns,0.467,False,Oaxaca,Ciénega de Zimatlán
20014,2018,2.0,0.015212381743052786,3,ns,0.062,False,Oaxaca,Ciudad Ixtepec
20015,2018,3.0,0.01074184264703807,3,ns,0.325,False,,
20015,2018,3.0,0.01074184264703807,3,ns,0.325,False,Oaxaca,Coatecas Altas
20016,2018,0.0,0.01569176268894574,3,ns,0.312,False,,
20016,2018,0.0,0.01569176268894574,3,ns,0.312,False,Oaxaca,Coicoyán de las Flores
20017,2018,0.0,0.015959417685582445,3,LL,0.039,True,,
20017,2018,0.0,0.015959417685582445,3,LL,0.039,True,Oaxaca,La Compañía
20018,2018,0.0,0.01620274040979763,3,ns,0.081,False,,
20018,2018,0.0,0.01620274040979763,3,ns,0.081,False,Oaxaca,Concepción Buenavista
20019,2018,0.0,0.01574390327270614,3,ns,0.149,False,,
20019,2018,0.0,0.01574390327270614,3,ns,0.149,False,Oaxaca,Concepción Pápalo
20020,2018,0.0,0.015448439964730555,3,ns,0.367,False,,
20020,2018,0.0,0.015448439964730555,3,ns,0.367,False,Oaxaca,Constancia del Rosario
20021,2018,0.0,0.014353487705762226,3,ns,0.482,False,,
20021,2018,0.0,0.014353487705762226,3,ns,0.482,False,Oaxaca,Cosolapa
20022,2018,0.0,0.0163000694994837,3,ns,0.062,False,,
20022,2018,0.0,0.0163000694994837,3,ns,0.062,False,Oaxaca,Cosoltepec
20023,2018,0.0,0.014061500436704004,3,ns,0.488,False,,
20023,2018,0.0,0.014061500436704004,3,ns,0.488,False,Oaxaca,Cuilápam de Guerrero
20024,2018,0.0,0.015424107692309038,3,ns,0.317,False,,
20024,2018,0.0,0.015424107692309038,3,ns,0.317,False,Oaxaca,Cuyamecalco Villa de Zaragoza
20025,2018,0.0,0.0163000694994837,3,ns,0.488,False,,
20025,2018,0.0,0.0163000694994837,3,ns,0.488,False,Oaxaca,Chahuites
20026,2018,0.0,0.016300069499483705,3,LL,0.004,True,,
20026,2018,0.0,0.016300069499483705,3,LL,0.004,True,Oaxaca,Chalcatongo de Hidalgo
20027,2018,0.0,0.01613785435000691,3,ns,0.073,False,,
20027,2018,0.0,0.01613785435000691,3,ns,0.073,False,Oaxaca,Chiquihuitlán de Benito Juárez
20028,2018,3.0,0.013821098757819037,3,ns,0.054,False,,
20028,2018,3.0,0.013821098757819037,3,ns,0.054,False,Oaxaca,Heroica Ciudad de Ejutla de Crespo
20029,2018,0.0,0.015935085413160927,3,ns,0.072,False,,
20029,2018,0.0,0.015935085413160927,3,ns,0.072,False,Oaxaca,Eloxochitlán de Flores Magón
20030,2018,1.0,0.011879120356423797,3,ns,0.297,False,,
20030,2018,1.0,0.011879120356423797,3,ns,0.297,False,Oaxaca,El Espinal
20031,2018,0.0,0.0163000694994837,3,LL,0.009,True,,
20031,2018,0.0,0.0163000694994837,3,LL,0.009,True,Oaxaca,Tamazulápam del Espíritu Santo
20032,2018,0.0,0.0163000694994837,3,ns,0.062,False,,
20032,2018,0.0,0.0163000694994837,3,ns,0.062,False,Oaxaca,Fresnillo de Trujano
20033,2018,0.0,0.015570101326838146,3,ns,0.239,False,,
20033,2018,0.0,0.015570101326838146,3,ns,0.239,False,Oaxaca,Guadalupe Etla
20034,2018,0.0,0.016202740409797627,3,ns,0.081,False,,
20034,2018,0.0,0.016202740409797627,3,ns,0.081,False,Oaxaca,Guadalupe de Ramírez
20035,2018,0.0,0.0163000694994837,3,ns,0.259,False,,
20035,2018,0.0,0.0163000694994837,3,ns,0.259,False,Oaxaca,Guelatao de Juárez
20036,2018,0.0,0.016137854350006912,3,ns,0.235,False,,
20036,2018,0.0,0.016137854350006912,3,ns,0.235,False,Oaxaca,Guevea de Humboldt
20037,2018,0.0,0.01581342405105333,3,ns,0.337,False,,
20037,2018,0.0,0.01581342405105333,3,ns,0.337,False,Oaxaca,Mesones Hidalgo
20038,2018,0.0,0.016300069499483698,3,LL,0.018,True,,
20038,2018,0.0,0.016300069499483698,3,LL,0.018,True,Oaxaca,Villa Hidalgo
20039,2018,18.0,0.007524371187945383,3,LL,0.002,True,Oaxaca,Heroica Ciudad de Huajuapan de León
20040,2018,3.0,0.014397074720986698,3,ns,0.215,False,,
20040,2018,3.0,0.014397074720986698,3,ns,0.215,False,Oaxaca,Huautepec
20041,2018,4.0,0.01406780142034151,3,LL,0.046,True,Oaxaca,Huautla de Jiménez
20042,2018,0.0,0.0163000694994837,3,LL,0.001,True,,
20042,2018,0.0,0.0163000694994837,3,LL,0.001,True,Oaxaca,Ixtlán de Juárez
20043,2018,24.0,0.00457041534565137,3,LL,0.011,True,Oaxaca,Heroica Ciudad de Juchitán de Zaragoza
20044,2018,4.0,0.011537437178043767,3,ns,0.466,False,Oaxaca,Loma Bonita
20045,2018,0.0,0.015465820159317356,3,ns,0.214,False,,
20045,2018,0.0,0.015465820159317356,3,ns,0.214,False,Oaxaca,Magdalena Apasco
20046,2018,0.0,0.015674382494358943,3,ns,0.165,False,,
20046,2018,0.0,0.015674382494358943,3,ns,0.165,False,Oaxaca,Magdalena Jaltepec
20047,2018,0.0,0.016300069499483698,3,LL,0.018,True,,
20047,2018,0.0,0.016300069499483698,3,LL,0.018,True,Oaxaca,Santa Magdalena Jicotlán
20048,2018,0.0,0.01571609496136726,3,ns,0.242,False,,
20048,2018,0.0,0.01571609496136726,3,ns,0.242,False,Oaxaca,Magdalena Mixtepec
20049,2018,0.0,0.015570101326838146,3,ns,0.497,False,,
20049,2018,0.0,0.015570101326838146,3,ns,0.497,False,Oaxaca,Magdalena Ocotlán
20050,2018,0.0,0.015882944829400527,3,ns,0.106,False,,
20050,2018,0.0,0.015882944829400527,3,ns,0.106,False,Oaxaca,Magdalena Peñasco
20051,2018,1.0,0.014810176608922804,3,ns,0.223,False,,
20051,2018,1.0,0.014810176608922804,3,ns,0.223,False,Oaxaca,Magdalena Teitipac
20052,2018,0.0,0.014596810429977413,3,ns,0.349,False,,
20052,2018,0.0,0.014596810429977413,3,ns,0.349,False,Oaxaca,Magdalena Tequisistlán
20053,2018,0.0,0.0163000694994837,3,LL,0.034,True,,
20053,2018,0.0,0.0163000694994837,3,LL,0.034,True,Oaxaca,Magdalena Tlacotepec
20054,2018,0.0,0.015424107692309038,3,ns,0.317,False,,
20054,2018,0.0,0.015424107692309038,3,ns,0.317,False,Oaxaca,Magdalena Zahuatlán
20055,2018,0.0,0.0162595157121145,3,LL,0.003,True,,
20055,2018,0.0,0.0162595157121145,3,LL,0.003,True,Oaxaca,Mariscala de Juárez
20056,2018,0.0,0.015935085413160924,3,ns,0.241,False,,
20056,2018,0.0,0.015935085413160924,3,ns,0.241,False,Oaxaca,Mártires de Tacubaya
20057,2018,11.0,0.010386695750851422,3,ns,0.215,False,Oaxaca,Matías Romero Avendaño
20058,2018,1.0,0.01492820571976169,3,ns,0.196,False,,
20058,2018,1.0,0.01492820571976169,3,ns,0.196,False,Oaxaca,Mazatlán Villa de Flores
20059,2018,34.0,-0.0002432063929256838,4,HL,0.001,True,Oaxaca,Miahuatlán de Porfirio Díaz
20060,2018,0.0,0.016300069499483698,3,LL,0.018,True,,
20060,2018,0.0,0.016300069499483698,3,LL,0.018,True,Oaxaca,Mixistlán de la Reforma
20061,2018,0.0,0.010784754417272854,3,ns,0.258,False,,
20061,2018,0.0,0.010784754417272854,3,ns,0.258,False,Oaxaca,Monjas
20062,2018,0.0,0.0163000694994837,3,ns,0.259,False,,
20062,2018,0.0,0.0163000694994837,3,ns,0.259,False,Oaxaca,Natividad
20063,2018,0.0,0.01617840813737611,3,ns,0.142,False,,
20063,2018,0.0,0.01617840813737611,3,ns,0.142,False,Oaxaca,Nazareno Etla
20064,2018,0.0,0.016245997782991437,3,LL,0.009,True,,
20064,2018,0.0,0.016245997782991437,3,LL,0.009,True,Oaxaca,Nejapa de Madero
20065,2018,0.0,0.01623054872113651,3,LL,0.021,True,,
20065,2018,0.0,0.01623054872113651,3,LL,0.021,True,Oaxaca,Ixpantepec Nieves
20066,2018,1.0,0.013992403483824807,3,ns,0.397,False,,
20066,2018,1.0,0.013992403483824807,3,ns,0.397,False,Oaxaca,Santiago Niltepec
20067,2018,219.0,-0.06669222540589988,4,ns,0.422,False,Oaxaca,Oaxaca de Juárez
20068,2018,4.0,0.014050996344728525,3,LL,0.01,True,Oaxaca,Ocotlán de Morelos
20069,2018,0.0,0.01581342405105333,3,ns,0.336,False,,
20069,2018,0.0,0.01581342405105333,3,ns,0.336,False,Oaxaca,La Pe
20070,2018,0.0,0.01522944951293689,3,ns,0.356,False,,
20070,2018,0.0,0.01522944951293689,3,ns,0.356,False,Oaxaca,Pinotepa de Don Luis
20071,2018,0.0,0.01522944951293689,3,ns,0.356,False,,
20071,2018,0.0,0.01522944951293689,3,ns,0.356,False,Oaxaca,Pluma Hidalgo
20072,2018,0.0,0.015867495767545592,3,ns,0.07,False,,
20072,2018,0.0,0.015867495767545592,3,ns,0.07,False,Oaxaca,San José del Progreso
20073,2018,3.0,0.014499318974803447,3,LL,0.02,True,Oaxaca,Putla Villa de Guerrero
20074,2018,0.0,0.016137854350006912,3,ns,0.072,False,,
20074,2018,0.0,0.016137854350006912,3,ns,0.072,False,Oaxaca,Santa Catarina Quioquitani
20075,2018,0.0,0.01597563920053012,3,ns,0.298,False,,
20075,2018,0.0,0.01597563920053012,3,ns,0.298,False,Oaxaca,Reforma de Pineda
20076,2018,0.0,0.016300069499483698,3,LL,0.017,True,,
20076,2018,0.0,0.016300069499483698,3,LL,0.017,True,Oaxaca,La Reforma
20077,2018,0.0,0.015618765871681185,3,ns,0.269,False,,
20077,2018,0.0,0.015618765871681185,3,ns,0.269,False,Oaxaca,Reyes Etla
20078,2018,0.0,0.015813424051053335,3,ns,0.128,False,,
20078,2018,0.0,0.015813424051053335,3,ns,0.128,False,Oaxaca,Rojas de Cuauhtémoc
20079,2018,19.0,0.005088258693892174,3,ns,0.293,False,Oaxaca,Salina Cruz
20080,2018,1.0,0.015341307607697786,3,ns,0.332,False,,
20080,2018,1.0,0.015341307607697786,3,ns,0.332,False,Oaxaca,San Agustín Amatengo
20081,2018,0.0,0.016056746775268516,3,ns,0.192,False,,
20081,2018,0.0,0.016056746775268516,3,ns,0.192,False,Oaxaca,San Agustín Atenango
20082,2018,1.0,0.01557736582937556,3,ns,0.072,False,,
20082,2018,1.0,0.01557736582937556,3,ns,0.072,False,Oaxaca,San Agustín Chayuco
20083,2018,0.0,0.01508345587840778,3,ns,0.281,False,,
20083,2018,0.0,0.01508345587840778,3,ns,0.281,False,Oaxaca,San Agustín de las Juntas
20084,2018,0.0,0.015618765871681184,3,ns,0.269,False,,
20084,2018,0.0,0.015618765871681184,3,ns,0.269,False,Oaxaca,San Agustín Etla
20085,2018,0.0,0.015995916094214722,3,ns,0.06,False,Oaxaca,San Agustín Loxicha
20086,2018,0.0,0.0163000694994837,3,ns,0.06,False,,
20086,2018,0.0,0.0163000694994837,3,ns,0.06,False,Oaxaca,San Agustín Tlacotepec
20087,2018,0.0,-0.010562759253872652,2,ns,0.115,False,,
20087,2018,0.0,-0.010562759253872652,2,ns,0.115,False,Oaxaca,San Agustín Yatareni
20088,2018,0.0,0.016008082230425477,3,ns,0.149,False,,
20088,2018,0.0,0.016008082230425477,3,ns,0.149,False,Oaxaca,San Andrés Cabecera Nueva
20089,2018,0.0,0.016300069499483698,3,LL,0.017,True,,
20089,2018,0.0,0.016300069499483698,3,LL,0.017,True,Oaxaca,San Andrés Dinicuiti
20090,2018,1.0,0.014790505090449652,3,ns,0.293,False,,
20090,2018,1.0,0.014790505090449652,3,ns,0.293,False,Oaxaca,San Andrés Huaxpaltepec
20091,2018,0.0,-0.001868027241916733,2,ns,0.162,False,,
20091,2018,0.0,-0.001868027241916733,2,ns,0.162,False,Oaxaca,San Andrés Huayápam
20092,2018,0.0,0.015716094961367257,3,ns,0.237,False,,
20092,2018,0.0,0.015716094961367257,3,ns,0.237,False,Oaxaca,San Andrés Ixtlahuaca
20093,2018,0.0,0.016008082230425477,3,ns,0.149,False,,
20093,2018,0.0,0.016008082230425477,3,ns,0.149,False,Oaxaca,San Andrés Lagunas
20094,2018,0.0,0.0163000694994837,3,LL,0.031,True,,
20094,2018,0.0,0.0163000694994837,3,LL,0.031,True,Oaxaca,San Andrés Nuxiño
20095,2018,0.0,0.013461304383639879,3,ns,0.461,False,,
20095,2018,0.0,0.013461304383639879,3,ns,0.461,False,Oaxaca,San Andrés Paxtlán
20096,2018,0.0,0.015424107692309038,3,ns,0.314,False,,
20096,2018,0.0,0.015424107692309038,3,ns,0.314,False,Oaxaca,San Andrés Sinaxtla
20097,2018,0.0,0.016300069499483705,3,LL,0.004,True,,
20097,2018,0.0,0.016300069499483705,3,LL,0.004,True,Oaxaca,San Andrés Solaga
20098,2018,0.0,0.01623923881842991,3,LL,0.004,True,,
20098,2018,0.0,0.01623923881842991,3,LL,0.004,True,Oaxaca,San Andrés Teotilálpam
20099,2018,0.0,0.0163000694994837,3,ns,0.06,False,,
20099,2018,0.0,0.0163000694994837,3,ns,0.06,False,Oaxaca,San Andrés Tepetlapa
20100,2018,0.0,0.0163000694994837,3,LL,0.031,True,,
20100,2018,0.0,0.0163000694994837,3,LL,0.031,True,Oaxaca,San Andrés Yaá
20101,2018,0.0,0.016137854350006912,3,ns,0.233,False,,
20101,2018,0.0,0.016137854350006912,3,ns,0.233,False,Oaxaca,San Andrés Zabache
20102,2018,0.0,0.016245997782991437,3,LL,0.009,True,,
20102,2018,0.0,0.016245997782991437,3,LL,0.009,True,Oaxaca,San Andrés Zautla
20103,2018,0.0,0.01569176268894574,3,ns,0.312,False,,
20103,2018,0.0,0.01569176268894574,3,ns,0.312,False,Oaxaca,San Antonino Castillo Velasco
20104,2018,0.0,0.01581342405105333,3,ns,0.128,False,,
20104,2018,0.0,0.01581342405105333,3,ns,0.128,False,Oaxaca,San Antonino el Alto
20105,2018,0.0,0.0163000694994837,3,LL,0.031,True,,
20105,2018,0.0,0.0163000694994837,3,LL,0.031,True,Oaxaca,San Antonino Monte Verde
20106,2018,0.0,0.0163000694994837,3,ns,0.06,False,,
20106,2018,0.0,0.0163000694994837,3,ns,0.06,False,Oaxaca,San Antonio Acutla
20107,2018,0.0,0.0005652000002351124,3,ns,0.207,False,Oaxaca,San Antonio de la Cal
20108,2018,0.0,0.015867495767545592,3,ns,0.069,False,,
20108,2018,0.0,0.015867495767545592,3,ns,0.069,False,Oaxaca,San Antonio Huitepec
