"mun_idx","mun_id"
1869,"24034"
1870,"24010"
1871,"24046"
1872,"24047"
1873,"24024"
1874,"24023"
1875,"24022"
1876,"24009"
1877,"24036"
1878,"24007"
1879,"24043"
1880,"24042"
1881,"24012"
1882,"24035"
1883,"24041"
1884,"24021"
1885,"24058"
1886,"24005"
1887,"24030"
1888,"24040"
1889,"24011"
1890,"24031"
1891,"25016"
1892,"25015"
1893,"25019"
1894,"25020"
1895,"25002"
1896,"25018"
1897,"25010"
1898,"25009"
1899,"25013"
1900,"25011"
1901,"25001"
1902,"25007"
1903,"25008"
1904,"25012"
1905,"25006"
1906,"25005"
1907,"25014"
1908,"25004"
1909,"25017"
1910,"25003"
1911,"26037"
1912,"26036"
1913,"26021"
1914,"26054"
1915,"26068"
1916,"26046"
1917,"26045"
1918,"26041"
1919,"26033"
1920,"26034"
1921,"26014"
1922,"26026"
1923,"26016"
1924,"26044"
1925,"26047"
1926,"26043"
1927,"26071"
1928,"26029"
1929,"26069"
1930,"26025"
1931,"26039"
1932,"26055"
1933,"26030"
1934,"26035"
1935,"26022"
1936,"26050"
1937,"26013"
1938,"26012"
1939,"26032"
1940,"26053"
1941,"26048"
1942,"26057"
1943,"26065"
1944,"26066"
1945,"26070"
1946,"26072"
1947,"26058"
1948,"26017"
1949,"26009"
1950,"26020"
1951,"26015"
1952,"26059"
1953,"26060"
1954,"26001"
1955,"26042"
1956,"26067"
1957,"26018"
1958,"26023"
1959,"26007"
1960,"26028"
1961,"26005"
1962,"26003"
1963,"26004"
1964,"26008"
1965,"26027"
1966,"26031"
1967,"26006"
1968,"26064"
1969,"26062"
1970,"26052"
1971,"26051"
1972,"26010"
1973,"26011"
1974,"26019"
1975,"26061"
1976,"26024"
1977,"26049"
1978,"26063"
1979,"26040"
1980,"26038"
1981,"26056"
1982,"26002"
1983,"27006"
1984,"27005"
1985,"27008"
1986,"27004"
1987,"27010"
1988,"27003"
1989,"27015"
1990,"27014"
1991,"27007"
1992,"27011"
1993,"27013"
1994,"27017"
1995,"27002"
1996,"27001"
1997,"27009"
1998,"27016"
1999,"27012"
2000,"28009"
2001,"28003"
2002,"28022"
2003,"28021"
2004,"28013"
2005,"28041"
2006,"28014"
2007,"28040"
2008,"28010"
2009,"28015"
2010,"28039"
2011,"28020"
2012,"28027"
2013,"28005"
2014,"28007"
2015,"28038"
2016,"28026"
2017,"28037"
2018,"28019"
2019,"28028"
2020,"28025"
2021,"28002"
2022,"28001"
2023,"28004"
2024,"28029"
2025,"28031"
2026,"28035"
2027,"28034"
2028,"28006"
2029,"28033"
2030,"28043"
2031,"28032"
2032,"28023"
2033,"28017"
2034,"28042"
2035,"28008"
2036,"28016"
2037,"28018"
2038,"28011"
2039,"28024"
2040,"28036"
2041,"28030"
2042,"28012"
2043,"29013"
2044,"29051"
2045,"29059"
2046,"29011"
2047,"29060"
2048,"29009"
2049,"29030"
2050,"29021"
2051,"29058"
2052,"29046"
2053,"29035"
2054,"29025"
2055,"29052"
2056,"29031"
2057,"29032"
2058,"29024"
2059,"29042"
2060,"29053"
2061,"29034"
2062,"29006"
2063,"29044"
2064,"29049"
2065,"29040"
2066,"29026"
2067,"29055"
2068,"29022"
2069,"29001"
2070,"29037"
2071,"29054"
2072,"29036"
2073,"29010"
2074,"29033"
2075,"29023"
2076,"29050"
2077,"29041"
2078,"29057"
2079,"29048"
2080,"29020"
2081,"29017"
2082,"29056"
2083,"29002"
2084,"29007"
2085,"29004"
2086,"29012"
2087,"29029"
2088,"29028"
2089,"29008"
2090,"29047"
2091,"29039"
2092,"29005"
2093,"29045"
2094,"29016"
2095,"29019"
2096,"29014"
2097,"29015"
2098,"29018"
2099,"29038"
2100,"29043"
2101,"29027"
2102,"29003"
2103,"30051"
2104,"30056"
2105,"30055"
2106,"30054"
2107,"30053"
2108,"30183"
2109,"30182"
2110,"30181"
2111,"30110"
2112,"30111"
2113,"30180"
2114,"30178"
2115,"30175"
2116,"30201"
2117,"30208"
2118,"30207"
2119,"30204"
2120,"30202"
2121,"30200"
2122,"30186"
2123,"30197"
2124,"30196"
2125,"30137"
2126,"30184"
2127,"30105"
2128,"30043"
2129,"30042"
2130,"30019"
2131,"30163"
2132,"30115"
2133,"30114"
2134,"30113"
2135,"30010"
2136,"30097"
2137,"30087"
2138,"30149"
2139,"30150"
2140,"30148"
2141,"30147"
2142,"30064"
2143,"30074"
2144,"30168"
2145,"30166"
2146,"30165"
2147,"30164"
2148,"30126"
2149,"30050"
2150,"30046"
2151,"30004"
2152,"30128"
2153,"30145"
2154,"30146"
2155,"30098"
2156,"30107"
2157,"30116"
2158,"30131"
2159,"30136"
2160,"30138"
2161,"30140"
2162,"30156"
2163,"30157"
2164,"30158"
2165,"30159"
2166,"30160"
2167,"30161"
2168,"30162"
2169,"30078"
2170,"30167"
2171,"30169"
2172,"30185"
2173,"30190"
2174,"30003"
2175,"30194"
2176,"30199"
2177,"30206"
2178,"30011"
2179,"30012"
2180,"30015"
2181,"30016"
2182,"30017"
2183,"30117"
2184,"30044"
2185,"30047"
2186,"30049"
2187,"30052"
2188,"30099"
2189,"30100"
2190,"30198"
2191,"30139"
2192,"30041"
2193,"30058"
2194,"30135"
2195,"30176"
2196,"30120"
2197,"30020"
2198,"30021"
2199,"30022"
2200,"30023"
2201,"30024"
2202,"30025"
2203,"30026"
2204,"30027"
2205,"30028"
2206,"30029"
2207,"30030"
2208,"30033"
2209,"30034"
2210,"30065"
2211,"30066"
2212,"30067"
2213,"30068"
2214,"30070"
2215,"30072"
2216,"30073"
2217,"30075"
2218,"30112"
2219,"30109"
2220,"30141"
2221,"30142"
2222,"30143"
2223,"30144"
2224,"30151"
2225,"30152"
2226,"30153"
2227,"30154"
2228,"30155"
2229,"30187"
2230,"30188"
2231,"30189"
2232,"30191"
2233,"30192"
2234,"30195"
2235,"30210"
2236,"30211"
2237,"30212"
2238,"30048"
2239,"30059"
2240,"30209"
2241,"30173"
2242,"30205"
2243,"30203"
2244,"30031"
2245,"30079"
2246,"30069"
2247,"30101"
2248,"30103"
2249,"30104"
2250,"30106"
2251,"30102"
2252,"30108"
2253,"30193"
2254,"30177"
2255,"30179"
2256,"30174"
2257,"30172"
2258,"30171"
2259,"30170"
2260,"30134"
2261,"30001"
2262,"30133"
2263,"30132"
2264,"30122"
2265,"30130"
2266,"30129"
2267,"30125"
2268,"30124"
2269,"30127"
2270,"30123"
2271,"30002"
2272,"30005"
2273,"30121"
2274,"30119"
2275,"30006"
2276,"30118"
2277,"30096"
2278,"30095"
2279,"30094"
2280,"30093"
2281,"30007"
2282,"30008"
2283,"30009"
2284,"30071"
2285,"30092"
2286,"30091"
2287,"30090"
2288,"30089"
2289,"30088"
2290,"30086"
2291,"30018"
2292,"30035"
2293,"30036"
2294,"30037"
2295,"30085"
2296,"30084"
2297,"30083"
2298,"30082"
2299,"30081"
2300,"30038"
2301,"30039"
2302,"30040"
2303,"30032"
2304,"30080"
2305,"30077"
2306,"30076"
2307,"30063"
2308,"30062"
2309,"30061"
2310,"30013"
2311,"30014"
2312,"30060"
2313,"30045"
2314,"30057"
2315,"31054"
2316,"31051"
2317,"31046"
2318,"31045"
2319,"31014"
2320,"31029"
2321,"31006"
2322,"31093"
2323,"31092"
2324,"31061"
2325,"31008"
2326,"31011"
2327,"31081"
2328,"31017"
2329,"31091"
2330,"31096"
2331,"31018"
2332,"31059"
2333,"31040"
2334,"31085"
2335,"31052"
2336,"31048"
2337,"31047"
2338,"31036"
2339,"31104"
2340,"31101"
2341,"31102"
2342,"31071"
2343,"31069"
2344,"31067"
2345,"31050"
2346,"31065"
2347,"31084"
2348,"31079"
2349,"31064"
2350,"31001"
2351,"31049"
2352,"31032"
2353,"31024"
2354,"31022"
2355,"31094"
2356,"31106"
2357,"31105"
2358,"31103"
2359,"31097"
2360,"31095"
2361,"31090"
2362,"31088"
2363,"31087"
2364,"31086"
2365,"31083"
2366,"31082"
2367,"31080"
2368,"31055"
2369,"31078"
2370,"31077"
2371,"31074"
2372,"31073"
2373,"31072"
2374,"31070"
2375,"31068"
2376,"31063"
2377,"31060"
2378,"31053"
2379,"31044"
2380,"31066"
2381,"31043"
2382,"31020"
2383,"31039"
2384,"31037"
2385,"31035"
2386,"31034"
2387,"31033"
2388,"31031"
2389,"31027"
2390,"31026"
2391,"31089"
2392,"31025"
2393,"31098"
2394,"31042"
2395,"31062"
2396,"31075"
2397,"31023"
2398,"31016"
2399,"31015"
2400,"31013"
2401,"31056"
2402,"31057"
2403,"31012"
2404,"31010"
2405,"31009"
2406,"31007"
2407,"31005"
2408,"31004"
2409,"31003"
2410,"31076"
2411,"31019"
2412,"31028"
2413,"31058"
2414,"31021"
2415,"31030"
2416,"31038"
2417,"31041"
2418,"31099"
2419,"31100"
2420,"31002"
2421,"32029"
2422,"32028"
2423,"32027"
2424,"32026"
2425,"32025"
2426,"32024"
2427,"32008"
2428,"32031"
2429,"32022"
2430,"32018"
2431,"32052"
2432,"32016"
2433,"32054"
2434,"32006"
2435,"32013"
2436,"32007"
2437,"32034"
2438,"32053"
2439,"32055"
2440,"32003"
2441,"32039"
2442,"32038"
2443,"32015"
2444,"32017"
2445,"32020"
2446,"32023"
2447,"32058"
2448,"32036"
2449,"32057"
2450,"32030"
2451,"32032"
2452,"32056"
2453,"32035"
2454,"32005"
2455,"32010"
2456,"32001"
2457,"32011"
2458,"32002"
2459,"32040"
2460,"32041"
2461,"32037"
2462,"32021"
2463,"32047"
2464,"32045"
2465,"32051"
2466,"32050"
2467,"32049"
2468,"32048"
2469,"32019"
2470,"32033"
2471,"32012"
2472,"32046"
2473,"32044"
2474,"32004"
2475,"32043"
2476,"32042"
2477,"32014"
2478,"32009"
