CVEGEO,year,state,municipality,crime_count,population,log_pop
30135,2019,Veracruz de Ignacio de la Llave,Rafael Delgado,6,23738.8,10.074866119287098
30136,2019,Veracruz de Ignacio de la Llave,Rafael Lucio,4,8211.0,9.01322999770879
30137,2019,Veracruz de Ignacio de la Llave,Los Reyes,0,6225.6,8.736425102230289
30138,2019,Veracruz de Ignacio de la Llave,Río Blanco,8,41678.9,10.637750284524284
30139,2019,Veracruz de Ignacio de la Llave,Saltabarranca,0,6104.2,8.716732337827256
30140,2019,Veracruz de Ignacio de la Llave,San Andrés Tenejapan,0,3092.1,8.036605750710857
30141,2019,Veracruz de Ignacio de la Llave,San Andrés Tuxtla,13,161921.6,11.994867546455342
30142,2019,Veracruz de Ignacio de la Llave,San Juan Evangelista,1,32711.4,10.39547891998338
30143,2019,Veracruz de Ignacio de la Llave,Santiago Tuxtla,7,57019.2,10.951143332203385
30144,2019,Veracruz de Ignacio de la Llave,Sayula de Alemán,5,32357.4,10.384598021838203
30145,2019,Veracruz de Ignacio de la Llave,Soconusco,1,16355.6,9.702325625328307
30146,2019,Veracruz de Ignacio de la Llave,Sochiapa,0,3882.7,8.264286066896341
30147,2019,Veracruz de Ignacio de la Llave,Soledad Atzompa,0,24258.2,10.096509983537617
30148,2019,Veracruz de Ignacio de la Llave,Soledad de Doblado,1,28017.8,10.240595301462326
30149,2019,Veracruz de Ignacio de la Llave,Soteapan,1,34206.1,10.440159269719084
30150,2019,Veracruz de Ignacio de la Llave,Tamalín,0,11589.0,9.35781165133439
30151,2019,Veracruz de Ignacio de la Llave,Tamiahua,0,22070.6,10.002001685106888
30152,2019,Veracruz de Ignacio de la Llave,Tampico Alto,0,11629.1,9.361265856447746
30153,2019,Veracruz de Ignacio de la Llave,Tancoco,0,5802.8,8.666095838664747
30154,2019,Veracruz de Ignacio de la Llave,Tantima,0,12073.3,9.398751681859906
30155,2019,Veracruz de Ignacio de la Llave,Tantoyuca,5,100137.4,11.514298521895986
30156,2019,Veracruz de Ignacio de la Llave,Tatatila,0,5995.3,8.698731107910989
30157,2019,Veracruz de Ignacio de la Llave,Castillo de Teayo,5,19996.8,9.903327539734763
30158,2019,Veracruz de Ignacio de la Llave,Tecolutla,3,24608.5,10.11084719069453
30159,2019,Veracruz de Ignacio de la Llave,Tehuipango,1,29065.3,10.27730030177494
30160,2019,Veracruz de Ignacio de la Llave,Álamo Temapache,16,106992.9,11.580517756102257
30161,2019,Veracruz de Ignacio de la Llave,Tempoal,3,34462.8,10.447635760408417
30162,2019,Veracruz de Ignacio de la Llave,Tenampa,0,6427.9,8.768403169797999
30163,2019,Veracruz de Ignacio de la Llave,Tenochtitlán,0,5058.2,8.528765967768853
30164,2019,Veracruz de Ignacio de la Llave,Teocelo,4,16894.0,9.734713808287442
30165,2019,Veracruz de Ignacio de la Llave,Tepatlaxco,0,8857.4,9.089008546808552
30166,2019,Veracruz de Ignacio de la Llave,Tepetlán,0,9364.9,9.144723936764585
30167,2019,Veracruz de Ignacio de la Llave,Tepetzintla,0,14552.0,9.585483720197958
30168,2019,Veracruz de Ignacio de la Llave,Tequila,1,16173.5,9.691129379365634
30169,2019,Veracruz de Ignacio de la Llave,José Azueta,0,22838.0,10.036181094261593
30170,2019,Veracruz de Ignacio de la Llave,Texcatepec,0,10804.3,9.287699482020518
30171,2019,Veracruz de Ignacio de la Llave,Texhuacán,0,5546.7,8.620958435304416
30172,2019,Veracruz de Ignacio de la Llave,Texistepec,0,19952.4,9.901104715834334
30173,2019,Veracruz de Ignacio de la Llave,Tezonapa,1,54341.7,10.903047166995957
30174,2019,Veracruz de Ignacio de la Llave,Tierra Blanca,7,95450.5,11.466363067484856
30175,2019,Veracruz de Ignacio de la Llave,Tihuatlán,15,92430.8,11.434215535419895
30176,2019,Veracruz de Ignacio de la Llave,Tlacojalpan,0,4503.3,8.41256574033424
30177,2019,Veracruz de Ignacio de la Llave,Tlacolulan,0,11546.4,9.354128979053353
30178,2019,Veracruz de Ignacio de la Llave,Tlacotalpan,2,12936.6,9.467815782370561
30179,2019,Veracruz de Ignacio de la Llave,Tlacotepec de Mejía,0,4252.1,8.355168257529595
30180,2019,Veracruz de Ignacio de la Llave,Tlachichilco,0,10937.6,9.299961673481217
30181,2019,Veracruz de Ignacio de la Llave,Tlalixcoyan,2,37719.2,10.53792452761474
30182,2019,Veracruz de Ignacio de la Llave,Tlalnelhuayocan,2,19328.7,9.869346316966142
30183,2019,Veracruz de Ignacio de la Llave,Tlapacoyan,11,61047.7,11.019410804791493
30184,2019,Veracruz de Ignacio de la Llave,Tlaquilpa,0,7854.8,8.968880088876075
30185,2019,Veracruz de Ignacio de la Llave,Tlilapan,1,5481.1,8.609061089725513
30186,2019,Veracruz de Ignacio de la Llave,Tomatlán,1,7153.6,8.875371005479716
30187,2019,Veracruz de Ignacio de la Llave,Tonayán,0,6064.1,8.710141417951409
30188,2019,Veracruz de Ignacio de la Llave,Totutla,3,17135.6,9.748913449744684
30189,2019,Veracruz de Ignacio de la Llave,Tuxpan,23,153476.2,11.941300785128137
30190,2019,Veracruz de Ignacio de la Llave,Tuxtilla,0,2249.9,7.718641049766338
30191,2019,Veracruz de Ignacio de la Llave,Ursulo Galván,2,29987.8,10.308545911266313
30192,2019,Veracruz de Ignacio de la Llave,Vega de Alatorre,4,20137.7,9.910348959155339
30193,2019,Veracruz de Ignacio de la Llave,Veracruz,119,601703.5,13.307520078043778
30194,2019,Veracruz de Ignacio de la Llave,Villa Aldama,12,12327.9,9.419620265351218
30195,2019,Veracruz de Ignacio de la Llave,Xoxocotla,0,5826.3,8.670137429499515
30196,2019,Veracruz de Ignacio de la Llave,Yanga,8,17858.0,9.790206866077162
30197,2019,Veracruz de Ignacio de la Llave,Yecuatla,2,11220.2,9.325471004229762
30198,2019,Veracruz de Ignacio de la Llave,Zacualpan,0,6787.6,8.822852697098671
30199,2019,Veracruz de Ignacio de la Llave,Zaragoza,1,11781.1,9.374251831453877
30200,2019,Veracruz de Ignacio de la Llave,Zentla,0,12560.8,9.438336132261313
30201,2019,Veracruz de Ignacio de la Llave,Zongolica,0,44717.5,10.7081202028674
30202,2019,Veracruz de Ignacio de la Llave,Zontecomatlán de López y Fuentes,0,14566.2,9.586459055289117
30203,2019,Veracruz de Ignacio de la Llave,Zozocolco de Hidalgo,0,14415.0,9.576024610072503
30204,2019,Veracruz de Ignacio de la Llave,Agua Dulce,8,44294.6,10.698618052440757
30205,2019,Veracruz de Ignacio de la Llave,El Higo,2,19374.6,9.871718208847144
30206,2019,Veracruz de Ignacio de la Llave,Nanchital de Lázaro Cárdenas del Río,3,28996.7,10.274937309390236
30207,2019,Veracruz de Ignacio de la Llave,Tres Valles,1,44989.7,10.714188853664508
30208,2019,Veracruz de Ignacio de la Llave,Carlos A. Carrillo,0,23329.1,10.057456787331803
30209,2019,Veracruz de Ignacio de la Llave,Tatahuicapan de Juárez,0,14969.3,9.613756716133341
30210,2019,Veracruz de Ignacio de la Llave,Uxpanapa,3,30536.5,10.326677968406809
30211,2019,Veracruz de Ignacio de la Llave,San Rafael,1,30243.6,10.317039870826912
30212,2019,Veracruz de Ignacio de la Llave,Santiago Sochiapan,0,12996.7,9.47245075806544
31001,2019,Yucatán,Abalá,0,6530.6,8.784254101663524
31002,2019,Yucatán,Acanceh,0,16628.5,9.718873369682289
31003,2019,Yucatán,Akil,4,12092.7,9.400357243737544
31004,2019,Yucatán,Baca,2,6145.6,8.72349165759164
31005,2019,Yucatán,Bokobá,2,2155.6,7.675824386059341
31006,2019,Yucatán,Buctzotz,0,9106.8,9.116776666197868
31007,2019,Yucatán,Cacalchén,1,7422.1,8.912217314987066
31008,2019,Yucatán,Calotmul,0,3963.6,8.284907982184745
31009,2019,Yucatán,Cansahcab,0,4489.0,8.409385238781931
31010,2019,Yucatán,Cantamayec,1,2720.2,7.908460685998653
31011,2019,Yucatán,Celestún,1,8233.2,9.015930039484845
31012,2019,Yucatán,Cenotillo,0,3732.5,8.224833529413345
31013,2019,Yucatán,Conkal,0,15918.2,9.675218387679376
31014,2019,Yucatán,Cuncunul,0,1702.1,7.439618061813928
31015,2019,Yucatán,Cuzamá,0,5500.6,8.612612456179672
31016,2019,Yucatán,Chacsinkín,0,3075.4,8.031190253081592
31017,2019,Yucatán,Chankom,0,4663.8,8.447585845464229
31018,2019,Yucatán,Chapab,0,3350.0,8.116715624819111
31019,2019,Yucatán,Chemax,0,38389.6,10.555541868560514
31020,2019,Yucatán,Chicxulub Pueblo,0,4458.6,8.40259009439148
31021,2019,Yucatán,Chichimilá,0,9260.6,9.133524120357546
31022,2019,Yucatán,Chikindzonot,0,4342.9,8.37629760671136
31023,2019,Yucatán,Chocholá,0,4829.7,8.482539632916358
31024,2019,Yucatán,Chumayel,0,3234.4,8.08159871832656
31025,2019,Yucatán,Dzán,1,5896.8,8.68216510987508
31026,2019,Yucatán,Dzemul,0,3608.7,8.191102875668136
31027,2019,Yucatán,Dzidzantún,1,8323.8,9.026874160314735
31028,2019,Yucatán,Dzilam de Bravo,2,2888.7,7.968561852914348
31029,2019,Yucatán,Dzilam González,0,6206.5,8.733352408956003
31030,2019,Yucatán,Dzitás,0,3967.5,8.285891452400564
31031,2019,Yucatán,Dzoncauich,0,2813.4,7.9421489953235955
31032,2019,Yucatán,Espita,0,16658.2,9.720657866666459
31033,2019,Yucatán,Halachó,0,21036.7,9.954023810443859
31034,2019,Yucatán,Hocabá,0,6468.7,8.774730439949309
31035,2019,Yucatán,Hoctún,0,6315.3,8.750730539594462
31036,2019,Yucatán,Homún,1,8006.7,8.988033970154534
31037,2019,Yucatán,Huhí,0,5209.1,8.558162375103636
31038,2019,Yucatán,Hunucmá,4,34696.4,10.454391214155226
31039,2019,Yucatán,Ixil,0,4147.7,8.330309242722338
31040,2019,Yucatán,Izamal,1,28297.5,10.250528740506574
31041,2019,Yucatán,Kanasín,14,135616.0,11.81758264162797
31042,2019,Yucatán,Kantunil,1,5547.9,8.62117475675894
31043,2019,Yucatán,Kaua,0,3340.6,8.113905710555848
31044,2019,Yucatán,Kinchil,0,7434.1,8.913832802475092
31045,2019,Yucatán,Kopomá,0,2654.2,7.883898570003149
31046,2019,Yucatán,Mama,0,3255.2,8.08800899668748
31047,2019,Yucatán,Maní,1,5896.2,8.682063354596437
31048,2019,Yucatán,Maxcanú,0,23762.3,10.075855570138435
31049,2019,Yucatán,Mayapán,0,3895.4,8.2675516487958
31050,2019,Yucatán,Mérida,377,978689.3,13.793969506484013
31051,2019,Yucatán,Mocochá,0,3394.1,8.1297939091197
31052,2019,Yucatán,Motul,5,37421.4,10.529998012276275
31053,2019,Yucatán,Muna,2,13378.2,9.501381795484379
31054,2019,Yucatán,Muxupip,0,2966.5,7.995138085698698
31055,2019,Yucatán,Opichén,0,7000.5,8.85373685405798
31056,2019,Yucatán,Oxkutzcab,3,33401.1,10.416344112554212
31057,2019,Yucatán,Panabá,0,7735.5,8.953575402159123
31058,2019,Yucatán,Peto,4,25774.5,10.15714091005491
31059,2019,Yucatán,Progreso,5,64803.0,11.079107177565023
31060,2019,Yucatán,Quintana Roo,0,972.6,6.879972897969686
31061,2019,Yucatán,Río Lagartos,0,3920.4,8.273948968395025
31062,2019,Yucatán,Sacalum,1,4924.7,8.502018638045291
31063,2019,Yucatán,Samahil,0,5568.7,8.624916912503165
31064,2019,Yucatán,Sanahcat,0,1692.8,7.43413924166398
31065,2019,Yucatán,San Felipe,0,2090.1,7.6449671907041825
31066,2019,Yucatán,Santa Elena,0,4181.3,8.338377481951527
31067,2019,Yucatán,Seyé,0,9975.3,9.207867316493784
31068,2019,Yucatán,Sinanché,0,3198.0,8.0702808933939
31069,2019,Yucatán,Sotuta,0,8915.2,9.095512964145431
31070,2019,Yucatán,Sucilá,0,3966.9,8.285740212230888
31071,2019,Yucatán,Sudzal,0,1923.0,7.56164174558878
31072,2019,Yucatán,Suma,0,1858.9,7.527740193913099
31073,2019,Yucatán,Tahdziú,0,5713.3,8.650552069160923
31074,2019,Yucatán,Tahmek,0,3757.5,8.231509121627129
31075,2019,Yucatán,Teabo,1,6849.4,8.831916336179058
31076,2019,Yucatán,Tecoh,2,17765.1,9.78499113748516
31077,2019,Yucatán,Tekal de Venegas,0,2675.3,7.891816802574529
31078,2019,Yucatán,Tekantó,0,3740.6,8.2270013053489
31079,2019,Yucatán,Tekax,11,44610.5,10.70572453630877
31080,2019,Yucatán,Tekit,0,10906.4,9.29710505187192
31081,2019,Yucatán,Tekom,0,3329.5,8.110577421550676
31082,2019,Yucatán,Telchac Pueblo,2,3516.5,8.165221455748073
31083,2019,Yucatán,Telchac Puerto,1,1896.1,7.5475544240401575
31084,2019,Yucatán,Temax,0,7015.0,8.855805992536562
31085,2019,Yucatán,Temozón,0,16492.1,9.710636757354369
31086,2019,Yucatán,Tepakán,0,2142.3,7.6696352972231745
31087,2019,Yucatán,Tetiz,1,5390.1,8.592319216606636
31088,2019,Yucatán,Teya,1,1923.0,7.56164174558878
31089,2019,Yucatán,Ticul,5,40214.0,10.601970472685592
31090,2019,Yucatán,Timucuy,0,7436.0,8.914088348841334
31091,2019,Yucatán,Tinum,0,12572.1,9.439235352069725
31092,2019,Yucatán,Tixcacalcupul,0,7765.7,8.957471879620142
31093,2019,Yucatán,Tixkokob,1,18295.6,9.814415872761394
31094,2019,Yucatán,Tixmehuac,0,5374.2,8.589365004709204
31095,2019,Yucatán,Tixpéhual,0,5659.8,8.641143834883863
31096,2019,Yucatán,Tizimín,3,79918.6,11.288763895651485
31097,2019,Yucatán,Tunkás,0,3662.0,8.205764725234456
31098,2019,Yucatán,Tzucacab,0,15212.5,9.629872737295782
31099,2019,Yucatán,Uayma,0,4150.1,8.330887709319972
31100,2019,Yucatán,Ucú,0,3991.0,8.291797105048733
31101,2019,Yucatán,Umán,2,67331.6,11.11738494480963
31102,2019,Yucatán,Valladolid,4,84335.7,11.342560541888888
31103,2019,Yucatán,Xocchel,0,3429.5,8.140169756939375
31104,2019,Yucatán,Yaxcabá,0,16195.2,9.69247018101976
31105,2019,Yucatán,Yaxkukul,1,3250.5,8.086564109644524
31106,2019,Yucatán,Yobaín,0,2207.2,7.699480022903076
32001,2019,Zacatecas,Apozol,1,6265.4,8.742797712059808
32002,2019,Zacatecas,Apulco,0,4948.3,8.506799362232222
32003,2019,Zacatecas,Atolinga,0,2318.5,7.748675703831515
32004,2019,Zacatecas,Benito Juárez,0,4480.9,8.407579198089906
32005,2019,Zacatecas,Calera,26,45174.8,10.71829468822318
32006,2019,Zacatecas,Cañitas de Felipe Pescador,4,8253.4,9.018380515642226
32007,2019,Zacatecas,Concepción del Oro,3,12183.8,9.407862479469818
32008,2019,Zacatecas,Cuauhtémoc,3,13310.9,9.496338527435222
32009,2019,Zacatecas,Chalchihuites,0,10133.9,9.223641518215311
32010,2019,Zacatecas,Fresnillo,152,237792.7,12.379154564702022
32011,2019,Zacatecas,Trinidad García de la Cadena,1,3327.1,8.109856332675276
32012,2019,Zacatecas,Genaro Codina,0,8161.6,9.007195507168662
32013,2019,Zacatecas,General Enrique Estrada,4,6569.0,8.790116892892472
32014,2019,Zacatecas,General Francisco R. Murguía,1,20369.3,9.921784144369218
32015,2019,Zacatecas,El Plateado de Joaquín Amaro,0,1582.0,7.366445148327599
32016,2019,Zacatecas,General Pánfilo Natera,7,23408.0,10.060833123259906
32017,2019,Zacatecas,Guadalupe,99,206565.1,12.238370895938337
32018,2019,Zacatecas,Huanusco,0,4522.9,8.416908660013886
32019,2019,Zacatecas,Jalpa,5,25122.1,10.131503215814071
32020,2019,Zacatecas,Jerez,18,59680.0,10.996752234877642
32021,2019,Zacatecas,Jiménez del Teul,0,4476.9,8.406686121605532
32022,2019,Zacatecas,Juan Aldama,10,19828.4,9.894870532429014
32023,2019,Zacatecas,Juchipila,0,12254.3,9.413632174787786
32024,2019,Zacatecas,Loreto,8,53174.6,10.881336117708223
32025,2019,Zacatecas,Luis Moya,1,13089.0,9.479527461791719
32026,2019,Zacatecas,Mazapil,1,17777.9,9.785711391856111
32027,2019,Zacatecas,Melchor Ocampo,0,2728.6,7.911543936128774
32028,2019,Zacatecas,Mezquital del Oro,0,2464.3,7.809663070488838
32029,2019,Zacatecas,Miguel Auza,5,23571.3,10.067785149267074
32030,2019,Zacatecas,Momax,0,2454.3,7.805596867187762
32031,2019,Zacatecas,Monte Escobedo,1,8707.6,9.071951486526782
32032,2019,Zacatecas,Morelos,4,13035.6,9.475439355227705
32033,2019,Zacatecas,Moyahua de Estrada,1,4533.3,8.419205430087825
32034,2019,Zacatecas,Nochistlán de Mejía,4,27943.7,10.23794705067181
32035,2019,Zacatecas,Noria de Ángeles,2,16216.3,9.693772188207378
32036,2019,Zacatecas,Ojocaliente,10,43803.6,10.6874712847678
32037,2019,Zacatecas,Pánuco,1,17506.8,9.77034465586585
32038,2019,Zacatecas,Pinos,3,72001.3,11.184439453390748
32039,2019,Zacatecas,Río Grande,8,64350.8,11.072104644959428
32040,2019,Zacatecas,Sain Alto,4,21812.9,9.990256816885525
32041,2019,Zacatecas,El Salvador,0,2529.1,7.835618787208908
32042,2019,Zacatecas,Sombrerete,17,63417.3,11.05749197386535
32043,2019,Zacatecas,Susticacán,0,1364.5,7.218543340148393
32044,2019,Zacatecas,Tabasco,1,16494.8,9.710800458702845
32045,2019,Zacatecas,Tepechitlán,1,8310.4,9.02526302146843
32046,2019,Zacatecas,Tepetongo,3,6550.0,8.787220328629298
32047,2019,Zacatecas,Teúl de González Ortega,0,5371.0,8.58876938990546
32048,2019,Zacatecas,Tlaltenango de Sánchez Román,7,27121.1,10.208067301703755
32049,2019,Zacatecas,Valparaíso,6,32547.2,10.390446622431277
32050,2019,Zacatecas,Vetagrande,4,10183.7,9.228543681830056
32051,2019,Zacatecas,Villa de Cos,3,34593.5,10.451421082126
32052,2019,Zacatecas,Villa García,0,19399.4,9.872997416738093
32053,2019,Zacatecas,Villa González Ortega,1,13176.5,9.486190218921326
32054,2019,Zacatecas,Villa Hidalgo,4,19350.4,9.870468370078894
32055,2019,Zacatecas,Villanueva,5,31341.7,10.352704758216792
32056,2019,Zacatecas,Zacatecas,118,148463.9,11.908097110028772
32057,2019,Zacatecas,Trancoso,6,20102.9,9.908619362246975
32058,2019,Zacatecas,Santa María de la Paz,0,2772.4,7.92746865004383
1001,2020,Aguascalientes,Aguascalientes,1910,948990.0,13.763153540128748
1002,2020,Aguascalientes,Asientos,102,51536.0,10.85003587157098
1003,2020,Aguascalientes,Calvillo,72,58250.0,10.972499371427947
1004,2020,Aguascalientes,Cosío,38,17000.0,9.740968623038354
1005,2020,Aguascalientes,Jesús María,167,129929.0,11.77474342639523
1006,2020,Aguascalientes,Pabellón de Arteaga,362,47646.0,10.771553960123265
1007,2020,Aguascalientes,Rincón de Romos,100,57369.0,10.957259366731083
1008,2020,Aguascalientes,San José de Gracia,23,9552.0,9.164505835632383
1009,2020,Aguascalientes,Tepezalá,59,22485.0,10.020603699204807
1010,2020,Aguascalientes,El Llano,67,20853.0,9.945253101768596
1011,2020,Aguascalientes,San Francisco de los Romo,94,61997.0,11.034841275759762
2001,2020,Baja California,Ensenada,857,437478.0,12.988781697801151
2002,2020,Baja California,Mexicali,1803,1046359.0,13.860827076960252
2003,2020,Baja California,Tecate,143,108440.0,11.593952303612602
2004,2020,Baja California,Tijuana,8189,1922520.0,14.46914738342876
2005,2020,Baja California,Playas de Rosarito,55,126890.0,11.75107584839096
2006,2020,,,0,117568.0,11.674772168574798
2007,2020,,,0,,
3001,2020,Baja California Sur,Comondú,44,73021.0,11.19850234999397
3002,2020,Baja California Sur,Mulegé,51,64022.0,11.066982053273314
3003,2020,Baja California Sur,La Paz,240,292241.0,12.585334083308368
3008,2020,Baja California Sur,Los Cabos,255,351111.0,12.76885769177113
3009,2020,Baja California Sur,Loreto,15,18052.0,9.801011760946892
4001,2020,Campeche,Calkiní,1,59232.0,10.989217215373223
4002,2020,Campeche,Campeche,64,294077.0,12.591596916791659
4003,2020,Campeche,Carmen,33,248845.0,12.42458549165969
4004,2020,Campeche,Champotón,3,78170.0,11.266641221214377
4005,2020,Campeche,Hecelchakán,0,31917.0,10.370894062184476
4006,2020,Campeche,Hopelchén,0,42140.0,10.64875268735818
4007,2020,Campeche,Palizada,1,8683.0,9.069122370060645
4008,2020,Campeche,Tenabo,0,11452.0,9.345919666218006
4009,2020,Campeche,Escárcega,25,59923.0,11.000815683693476
4010,2020,Campeche,Calakmul,0,31714.0,10.364513502749514
4011,2020,Campeche,Candelaria,1,46913.0,10.756050101526633
4012,2020,,,0,15297.0,9.635412009723266
4013,2020,,,0,,
5001,2020,Coahuila de Zaragoza,Abasolo,1,1022.0,6.92951677076365
5002,2020,Coahuila de Zaragoza,Acuña,837,163058.0,12.00186124471791
5003,2020,Coahuila de Zaragoza,Allende,111,23056.0,10.045681318239303
5004,2020,Coahuila de Zaragoza,Arteaga,27,29578.0,10.294786120726714
5005,2020,Coahuila de Zaragoza,Candela,5,1643.0,7.404279118037268
5006,2020,Coahuila de Zaragoza,Castaños,78,29128.0,10.27945518985527
5007,2020,Coahuila de Zaragoza,Cuatro Ciénegas,35,12715.0,9.45053767785622
5008,2020,Coahuila de Zaragoza,Escobedo,1,3047.0,8.021912778985708
5009,2020,Coahuila de Zaragoza,Francisco I. Madero,164,59035.0,10.98588576734121
5010,2020,Coahuila de Zaragoza,Frontera,431,82409.0,11.319449933234104
5011,2020,Coahuila de Zaragoza,General Cepeda,7,11898.0,9.38412559774785
5012,2020,Coahuila de Zaragoza,Guerrero,1,1643.0,7.404279118037268
5013,2020,Coahuila de Zaragoza,Hidalgo,1,1735.0,7.45876269238096
5014,2020,Coahuila de Zaragoza,Jiménez,75,9502.0,9.159257581746866
5015,2020,Coahuila de Zaragoza,Juárez,1,1584.0,7.367708572374371
5016,2020,Coahuila de Zaragoza,Lamadrid,1,1764.0,7.475339236566737
5017,2020,Coahuila de Zaragoza,Matamoros,209,118337.0,11.681291765224882
5018,2020,Coahuila de Zaragoza,Monclova,1519,237951.0,12.379820049103989
5019,2020,Coahuila de Zaragoza,Morelos,93,7928.0,8.978156076009824
5020,2020,Coahuila de Zaragoza,Múzquiz,266,71627.0,11.179227376838364
5021,2020,Coahuila de Zaragoza,Nadadores,6,6539.0,8.785539527561276
5022,2020,Coahuila de Zaragoza,Nava,114,33129.0,10.408164310715241
5023,2020,Coahuila de Zaragoza,Ocampo,2,9642.0,9.173883834965567
5024,2020,Coahuila de Zaragoza,Parras,82,44472.0,10.702615056633306
5025,2020,Coahuila de Zaragoza,Piedras Negras,1069,176327.0,12.080095504703106
5026,2020,Coahuila de Zaragoza,Progreso,3,3239.0,8.08301991917133
5027,2020,Coahuila de Zaragoza,Ramos Arizpe,236,122243.0,11.713766145984017
5028,2020,Coahuila de Zaragoza,Sabinas,306,64811.0,11.079230621020361
5029,2020,Coahuila de Zaragoza,Sacramento,0,2471.0,7.81237820598861
5030,2020,Coahuila de Zaragoza,Saltillo,2200,879958.0,13.687629458042679
5031,2020,Coahuila de Zaragoza,San Buenaventura,32,24759.0,10.116944338260794
5032,2020,Coahuila de Zaragoza,San Juan de Sabinas,107,42260.0,10.651596291170048
5033,2020,Coahuila de Zaragoza,San Pedro,345,101041.0,11.523281654045864
5034,2020,Coahuila de Zaragoza,Sierra Mojada,0,6744.0,8.81640849968169
5035,2020,Coahuila de Zaragoza,Torreón,1775,720848.0,13.488183575733878
5036,2020,Coahuila de Zaragoza,Viesca,7,20305.0,9.918622440120398
5037,2020,Coahuila de Zaragoza,Villa Unión,20,6188.0,8.730367211692958
5038,2020,Coahuila de Zaragoza,Zaragoza,59,13135.0,9.48303570211964
6001,2020,Colima,Armería,29,27626.0,10.226512637259905
6002,2020,Colima,Colima,606,157048.0,11.96430677008787
6003,2020,Colima,Comala,18,21661.0,9.983268687540978
6004,2020,Colima,Coquimatlán,26,20837.0,9.9444855315702
6005,2020,Colima,Cuauhtémoc,30,31267.0,10.350318507250188
6006,2020,Colima,Ixtlahuacán,13,5623.0,8.634620608292202
6007,2020,Colima,Manzanillo,376,191031.0,12.160190997523873
6008,2020,Colima,Minatitlán,14,10231.0,9.23317760587894
6009,2020,Colima,Tecomán,243,116305.0,11.663971329844008
6010,2020,Colima,Villa de Álvarez,13,149762.0,11.9168026463231
7001,2020,Chiapas,Acacoyagua,2,17994.0,9.797793647977064
7002,2020,Chiapas,Acala,3,21187.0,9.96114306502429
7003,2020,Chiapas,Acapetahua,1,26899.0,10.199844390177743
7004,2020,Chiapas,Altamirano,0,36160.0,10.495708814506113
7005,2020,Chiapas,Amatán,2,24512.0,10.106918072540317
7006,2020,Chiapas,Amatenango de la Frontera,0,31735.0,10.365175451740571
7007,2020,Chiapas,Amatenango del Valle,0,11283.0,9.331052447138447
7008,2020,Chiapas,Angel Albino Corzo,0,31947.0,10.371833558683493
7009,2020,Chiapas,Arriaga,12,41135.0,10.624614619603031
7010,2020,Chiapas,Bejucal de Ocampo,0,7365.0,8.90449432889673
7011,2020,Chiapas,Bella Vista,0,20157.0,9.91130690158826
7012,2020,Chiapas,Berriozábal,10,64632.0,11.076464923159545
7013,2020,Chiapas,Bochil,1,37263.0,10.525756156212303
7014,2020,Chiapas,El Bosque,0,24273.0,10.097119900475949
7015,2020,Chiapas,Cacahoatán,8,50112.0,10.822015779350474
7016,2020,Chiapas,Catazajá,8,17619.0,9.77673314419063
7017,2020,Chiapas,Cintalapa,32,88106.0,11.386295914032058
7018,2020,Chiapas,Coapilla,0,9900.0,9.20029003612268
7019,2020,Chiapas,Comitán de Domínguez,9,166178.0,12.020814782003933
7020,2020,Chiapas,La Concordia,0,49920.0,10.81817700304331
7021,2020,Chiapas,Copainalá,3,22192.0,10.007487142554613
7022,2020,Chiapas,Chalchihuitán,0,21915.0,9.99492661285291
7023,2020,Chiapas,Chamula,2,101967.0,11.532404510507712
7024,2020,Chiapas,Chanal,0,13678.0,9.523543981658042
7025,2020,Chiapas,Chapultenango,2,7472.0,8.918917979908679
7026,2020,Chiapas,Chenalhó,0,47371.0,10.765765506102406
7027,2020,Chiapas,Chiapa de Corzo,39,112075.0,11.62692356902364
7028,2020,Chiapas,Chiapilla,0,6156.0,8.72518249495877
7029,2020,Chiapas,Chicoasén,0,5402.0,8.59452453435256
7030,2020,Chiapas,Chicomuselo,0,36785.0,10.512845432366365
7031,2020,Chiapas,Chilón,3,137262.0,11.829646787243838
7032,2020,Chiapas,Escuintla,4,30896.0,10.338382004668295
7033,2020,Chiapas,Francisco León,0,7245.0,8.888066854754783
7034,2020,Chiapas,Frontera Comalapa,7,80897.0,11.300932019540705
7035,2020,Chiapas,Frontera Hidalgo,1,14556.0,9.585758558732051
7036,2020,Chiapas,La Grandeza,0,7701.0,8.94910546953925
7037,2020,Chiapas,Huehuetán,5,36333.0,10.50048169818916
7038,2020,Chiapas,Huixtán,1,22975.0,10.042161947223887
7039,2020,Chiapas,Huitiupán,2,27893.0,10.236131040272427
7040,2020,Chiapas,Huixtla,24,53242.0,10.882602837543518
7041,2020,Chiapas,La Independencia,0,46409.0,10.745248684922709
7042,2020,Chiapas,Ixhuatán,0,11377.0,9.339349052539717
7043,2020,Chiapas,Ixtacomitán,3,10961.0,9.302098797215724
7044,2020,Chiapas,Ixtapa,1,28999.0,10.275016625615446
7045,2020,Chiapas,Ixtapangajoya,0,6284.0,8.745761999375512
7046,2020,Chiapas,Jiquipilas,8,41063.0,10.622862751712955
7047,2020,Chiapas,Jitotol,2,24966.0,10.125270178210997
7048,2020,Chiapas,Juárez,3,21807.0,9.989986298152745
7049,2020,Chiapas,Larráinzar,0,31259.0,10.350062613700509
7050,2020,Chiapas,La Libertad,2,5232.0,8.562548893137034
