CVEGEO,year,state,municipality,crime_count,population,log_pop
4005,2017,Campeche,Hecelchakán,0,30833.7,10.33636352665359
4006,2017,Campeche,Hopelchén,0,40831.1,10.617199324925494
4007,2017,Campeche,Palizada,1,8583.7,9.057620334957967
4008,2017,Campeche,Tenabo,0,10937.2,9.299925101718271
4009,2017,Campeche,Escárcega,25,58201.3,10.971662970239827
4010,2017,Campeche,Calakmul,5,30264.4,10.317727383249048
4011,2017,Campeche,Candelaria,1,45197.3,10.718792629522872
4012,2017,,,0,,
4013,2017,,,0,,
5001,2017,Coahuila de Zaragoza,Abasolo,1,1036.4,6.943508448687955
5002,2017,Coahuila de Zaragoza,Acuña,394,155167.1,11.952257879723275
5003,2017,Coahuila de Zaragoza,Allende,28,22941.7,10.04071149430205
5004,2017,Coahuila de Zaragoza,Arteaga,3,27467.8,10.220769688514117
5005,2017,Coahuila de Zaragoza,Candela,1,1692.5,7.43396200478643
5006,2017,Coahuila de Zaragoza,Castaños,35,28157.2,10.245558373510127
5007,2017,Coahuila de Zaragoza,Cuatro Ciénegas,20,12804.1,9.457520711118612
5008,2017,Coahuila de Zaragoza,Escobedo,0,3003.2,8.007433665832245
5009,2017,Coahuila de Zaragoza,Francisco I. Madero,61,58027.3,10.968668868444102
5010,2017,Coahuila de Zaragoza,Frontera,110,80250.8,11.292912009789926
5011,2017,Coahuila de Zaragoza,General Cepeda,0,11833.2,9.378664419126284
5012,2017,Coahuila de Zaragoza,Guerrero,0,1777.4,7.482906901304375
5013,2017,Coahuila de Zaragoza,Hidalgo,0,1770.1,7.478791321147111
5014,2017,Coahuila de Zaragoza,Jiménez,12,9631.9,9.172835785434907
5015,2017,Coahuila de Zaragoza,Juárez,1,1588.5,7.370545453709571
5016,2017,Coahuila de Zaragoza,Lamadrid,0,1785.3,7.487341747318916
5017,2017,Coahuila de Zaragoza,Matamoros,225,114983.9,11.652547397544472
5018,2017,Coahuila de Zaragoza,Monclova,494,231427.5,12.352021928512906
5019,2017,Coahuila de Zaragoza,Morelos,2,8011.7,8.988658252250422
5020,2017,Coahuila de Zaragoza,Múzquiz,104,70189.1,11.158948307302897
5021,2017,Coahuila de Zaragoza,Nadadores,5,6477.8,8.776136225528212
5022,2017,Coahuila de Zaragoza,Nava,8,31568.7,10.359921402370325
5023,2017,Coahuila de Zaragoza,Ocampo,2,10046.7,9.214999501356907
5024,2017,Coahuila de Zaragoza,Parras,58,44750.7,10.70886236603876
5025,2017,Coahuila de Zaragoza,Piedras Negras,519,169270.7,12.039254487579566
5026,2017,Coahuila de Zaragoza,Progreso,1,3309.2,8.104461747316028
5027,2017,Coahuila de Zaragoza,Ramos Arizpe,28,108208.4,11.591814276392245
5028,2017,Coahuila de Zaragoza,Sabinas,151,63621.8,11.060711457892522
5029,2017,Coahuila de Zaragoza,Sacramento,0,2423.9,7.793133092212818
5030,2017,Coahuila de Zaragoza,Saltillo,159,833507.5,13.633397979332862
5031,2017,Coahuila de Zaragoza,San Buenaventura,27,23976.0,10.084808608996498
5032,2017,Coahuila de Zaragoza,San Juan de Sabinas,66,42076.7,10.64724942228319
5033,2017,Coahuila de Zaragoza,San Pedro,119,101523.7,11.528047547744618
5034,2017,Coahuila de Zaragoza,Sierra Mojada,0,6633.3,8.79985769690622
5035,2017,Coahuila de Zaragoza,Torreón,923,696482.3,13.45379765910091
5036,2017,Coahuila de Zaragoza,Viesca,4,20609.2,9.933492857022456
5037,2017,Coahuila de Zaragoza,Villa Unión,7,6218.3,8.735251836479616
5038,2017,Coahuila de Zaragoza,Zaragoza,13,13005.1,9.47309686720344
6001,2017,Colima,Armería,31,27946.7,10.23805440363414
6002,2017,Colima,Colima,486,154004.8,11.944739049741196
6003,2017,Colima,Comala,19,21429.1,9.972505090385528
6004,2017,Colima,Coquimatlán,19,20401.4,9.923358804928533
6005,2017,Colima,Cuauhtémoc,20,30019.0,10.30958579350671
6006,2017,Colima,Ixtlahuacán,21,5526.1,8.617237601591794
6007,2017,Colima,Manzanillo,236,182147.7,12.112573175401183
6008,2017,Colima,Minatitlán,10,9613.9,9.170965246901995
6009,2017,Colima,Tecomán,176,115231.3,11.65469669172868
6010,2017,Colima,Villa de Álvarez,8,140820.2,11.85523917832492
7001,2017,Chiapas,Acacoyagua,1,17640.0,9.777924329560783
7002,2017,Chiapas,Acala,2,23515.0,10.065393794379148
7003,2017,Chiapas,Acapetahua,3,27103.3,10.207410770671991
7004,2017,Chiapas,Altamirano,1,34271.5,10.44206938397205
7005,2017,Chiapas,Amatán,0,23540.9,10.066494612878655
7006,2017,Chiapas,Amatenango de la Frontera,0,31078.6,10.34427475842198
7007,2017,Chiapas,Amatenango del Valle,0,10516.5,9.260700731315133
7008,2017,Chiapas,Angel Albino Corzo,2,30351.3,10.320594629178219
7009,2017,Chiapas,Arriaga,18,40807.1,10.616611364860441
7010,2017,Chiapas,Bejucal de Ocampo,0,7442.4,8.91494865645435
7011,2017,Chiapas,Bella Vista,0,19894.2,9.898183510944222
7012,2017,Chiapas,Berriozábal,13,58196.100000000006,10.97157362116496
7013,2017,Chiapas,Bochil,1,35276.7,10.470977968330864
7014,2017,Chiapas,El Bosque,0,22558.8,10.023880512707915
7015,2017,Chiapas,Cacahoatán,7,48221.7,10.783564406194596
7016,2017,Chiapas,Catazajá,5,17475.3,9.768543734336628
7017,2017,Chiapas,Cintalapa,26,85108.4,11.351681017093265
7018,2017,Chiapas,Coapilla,0,9463.2,9.155165871231528
7019,2017,Chiapas,Comitán de Domínguez,39,158628.5,11.974320269391079
7020,2017,Chiapas,La Concordia,2,48168.6,10.782462635469294
7021,2017,Chiapas,Copainalá,3,21849.4,9.99192874019247
7022,2017,Chiapas,Chalchihuitán,0,19548.6,9.880658951596107
7023,2017,Chiapas,Chamula,0,94459.2,11.455923274220934
7024,2017,Chiapas,Chanal,0,12819.7,9.458738329264817
7025,2017,Chiapas,Chapultenango,0,7430.0,8.913281137711804
7026,2017,Chiapas,Chenalhó,1,43993.0,10.691785809335006
7027,2017,Chiapas,Chiapa de Corzo,9,104733.4,11.559173352672582
7028,2017,Chiapas,Chiapilla,1,5930.7,8.687897528870002
7029,2017,Chiapas,Chicoasén,1,5286.8,8.572968426883651
7030,2017,Chiapas,Chicomuselo,1,35204.0,10.468914991493703
7031,2017,Chiapas,Chilón,2,129549.6,11.771819098374529
7032,2017,Chiapas,Escuintla,4,30647.6,10.330309634872709
7033,2017,Chiapas,Francisco León,0,7171.5,8.877870116734268
7034,2017,Chiapas,Frontera Comalapa,7,76731.5,11.248067594048791
7035,2017,Chiapas,Frontera Hidalgo,3,13988.7,9.546005139825072
7036,2017,Chiapas,La Grandeza,0,7572.3,8.932252131195723
7037,2017,Chiapas,Huehuetán,6,35466.3,10.476338228822266
7038,2017,Chiapas,Huixtán,0,22534.6,10.022807184800804
7039,2017,Chiapas,Huitiupán,1,26285.9,10.176787952728242
7040,2017,Chiapas,Huixtla,15,52677.1,10.871936104987352
7041,2017,Chiapas,La Independencia,0,44866.1,10.711437777430037
7042,2017,Chiapas,Ixhuatán,0,11035.6,9.308881689664
7043,2017,Chiapas,Ixtacomitán,0,10725.5,9.280379362756157
7044,2017,Chiapas,Ixtapa,0,27654.4,10.22754012629756
7045,2017,Chiapas,Ixtapangajoya,0,6042.2,8.70652346302075
7046,2017,Chiapas,Jiquipilas,3,40089.5,10.598869733620639
7047,2017,Chiapas,Jitotol,1,23081.1,10.046769379798278
7048,2017,Chiapas,Juárez,4,21590.1,9.979990155272096
7049,2017,Chiapas,Larráinzar,1,27986.0,10.239459664115659
7050,2017,Chiapas,La Libertad,0,5154.6,8.547644798872065
7051,2017,Chiapas,Mapastepec,5,45464.9,10.724695878663479
7052,2017,Chiapas,Las Margaritas,1,132164.1,11.791799611276023
7053,2017,Chiapas,Mazapa de Madero,0,7868.6,8.970635434862748
7054,2017,Chiapas,Mazatán,3,27746.9,10.230879401222651
7055,2017,Chiapas,Metapa,3,5623.1,8.63463839223508
7056,2017,Chiapas,Mitontic,0,12975.6,9.470825949739492
7057,2017,Chiapas,Motozintla,4,74214.3,11.21471213295887
7058,2017,Chiapas,Nicolás Ruíz,0,4630.6,8.440441728317099
7059,2017,Chiapas,Ocosingo,9,223925.8,12.319070025961777
7060,2017,Chiapas,Ocotepec,1,13425.0,9.504873919377065
7061,2017,Chiapas,Ocozocoautla de Espinosa,17,92795.6,11.438154503857119
7062,2017,Chiapas,Ostuacán,2,18048.4,9.800812317172754
7063,2017,Chiapas,Osumacinta,0,3925.7,8.275299958264162
7064,2017,Chiapas,Oxchuc,0,51457.4,10.848509559879957
7065,2017,Chiapas,Palenque,36,125860.9,11.742932607857837
7066,2017,Chiapas,Pantelhó,0,24650.4,10.112548406519704
7067,2017,Chiapas,Pantepec,0,11847.2,9.379846831723293
7068,2017,Chiapas,Pichucalco,7,31287.2,10.350964347200252
7069,2017,Chiapas,Pijijiapan,10,50858.8,10.836808444517661
7070,2017,Chiapas,El Porvenir,0,12544.4,9.437029629836887
7071,2017,Chiapas,Villa Comaltitlán,0,29577.6,10.294772597070459
7072,2017,Chiapas,Pueblo Nuevo Solistahuacán,4,30067.7,10.311206784862991
7073,2017,Chiapas,Rayón,0,10306.8,9.240559150560179
7074,2017,Chiapas,Reforma,14,43593.6,10.682665629571742
7075,2017,Chiapas,Las Rosas,2,27839.3,10.234203970454088
7076,2017,Chiapas,Sabanilla,0,28478.4,10.256901184172488
7077,2017,Chiapas,Salto de Agua,0,62151.6,11.037331840774819
7078,2017,Chiapas,San Cristóbal de las Casas,54,206886.9,12.23992754611771
7079,2017,Chiapas,San Fernando,1,39173.1,10.575745565728962
7080,2017,Chiapas,Siltepec,0,29598.800000000003,10.29548909894982
7081,2017,Chiapas,Simojovel,1,49143.6,10.802501903465043
7082,2017,Chiapas,Sitalá,0,14543.3,9.584885685446002
7083,2017,Chiapas,Socoltenango,2,18501.9,9.825628708495557
7084,2017,Chiapas,Solosuchiapa,0,8412.2,9.037438312098683
7085,2017,Chiapas,Soyaló,0,10545.0,9.263407092912875
7086,2017,Chiapas,Suchiapa,0,24252.4,10.09627086054068
7087,2017,Chiapas,Suchiate,12,39687.2,10.58878399655136
7088,2017,Chiapas,Sunuapa,0,2286.1,7.734602587929925
7089,2017,Chiapas,Tapachula,214,343729.5,12.747610289820964
7090,2017,Chiapas,Tapalapa,1,4419.2,8.393713963214973
7091,2017,Chiapas,Tapilula,0,13165.4,9.485347455061698
7092,2017,Chiapas,Tecpatán,7,27311.7,10.215070460791118
7093,2017,Chiapas,Tenejapa,0,45793.8,10.731903989759733
7094,2017,Chiapas,Teopisca,1,45931.4,10.734904258022292
7096,2017,Chiapas,Tila,0,79883.1,11.288319594989051
7097,2017,Chiapas,Tonalá,35,89717.3,11.404418894556713
7098,2017,Chiapas,Totolapa,0,6960.2,8.847963488547789
7099,2017,Chiapas,La Trinitaria,2,80008.4,11.289886908143904
7100,2017,Chiapas,Tumbalá,0,36134.4,10.495000599179061
7101,2017,Chiapas,Tuxtla Gutiérrez,516,588915.1,13.286037309629577
7102,2017,Chiapas,Tuxtla Chico,7,40037.9,10.597581784501289
7103,2017,Chiapas,Tuzantán,1,29652.5,10.29730171790343
7104,2017,Chiapas,Tzimol,0,15794.7,9.667429719703483
7105,2017,Chiapas,Unión Juárez,0,15432.3,9.644217994521025
7106,2017,Chiapas,Venustiano Carranza,1,65506.7,11.089907706468406
7107,2017,Chiapas,Villa Corzo,3,68293.2,11.131565479841033
7108,2017,Chiapas,Villaflores,7,106260.6,11.573649846516378
7109,2017,Chiapas,Yajalón,3,38407.9,10.556018446583142
7110,2017,Chiapas,San Lucas,0,7288.4,8.894039322175724
7111,2017,Chiapas,Zinacantán,0,42707.8,10.66213685232385
7112,2017,Chiapas,San Juan Cancuc,0,35268.4,10.470742657868811
7113,2017,Chiapas,Aldama,0,7457.6,8.916988925618476
7114,2017,Chiapas,Benemérito de las Américas,1,21706.7,9.985376247633669
7115,2017,Chiapas,Maravilla Tenejapa,0,13735.1,9.527709879172692
7116,2017,Chiapas,Marqués de Comillas,0,11981.2,9.391094033597975
7117,2017,Chiapas,Montecristo de Guerrero,0,7958.4,8.981983253609085
7118,2017,Chiapas,San Andrés Duraznal,0,5596.4,8.62987881285913
7119,2017,Chiapas,Santiago el Pinar,1,4444.8,8.399490152560025
7120,2017,,,0,,
7121,2017,,,0,,
7122,2017,,,0,,
7123,2017,,,0,,
7124,2017,,,0,,
7125,2017,,,0,,
8001,2017,Chihuahua,Ahumada,4,13681.6,9.52380714340169
8002,2017,Chihuahua,Aldama,4,24923.5,10.123566412477492
8003,2017,Chihuahua,Allende,2,8463.6,9.043529894002134
8004,2017,Chihuahua,Aquiles Serdán,2,20247.2,9.915771791369348
8005,2017,Chihuahua,Ascensión,3,25457.6,10.144769602153591
8006,2017,Chihuahua,Bachíniva,2,5868.2,8.677303221844973
8007,2017,Chihuahua,Balleza,0,16809.6,9.729705430759642
8008,2017,Chihuahua,Batopilas de Manuel Gómez Morín,0,12197.6,9.408994490057697
8009,2017,Chihuahua,Bocoyna,5,24975.5,10.125650623336377
8010,2017,Chihuahua,Buenaventura,0,24315.6,10.098873398659284
8011,2017,Chihuahua,Camargo,14,49273.7,10.805145749125964
8012,2017,Chihuahua,Carichí,0,8317.6,9.02612903066376
8013,2017,Chihuahua,Casas Grandes,3,11446.6,9.345448021654574
8014,2017,Chihuahua,Coronado,1,2109.0,7.653969180478774
8015,2017,Chihuahua,Coyame del Sotol,0,1365.3,7.219129463690706
8016,2017,Chihuahua,La Cruz,0,3787.4,8.239435046828804
8017,2017,Chihuahua,Cuauhtémoc,139,172838.3,12.060111754311315
8018,2017,Chihuahua,Cusihuiriachi,0,5193.5,8.555163122667865
8019,2017,Chihuahua,Chihuahua,1241,902234.7,13.712629964755267
8020,2017,Chihuahua,Chínipas,1,6887.7,8.837492491152094
8021,2017,Chihuahua,Delicias,122,146733.8,11.89637533977389
8022,2017,Chihuahua,Dr. Belisario Domínguez,0,2592.5,7.860377940103683
8023,2017,Chihuahua,Galeana,1,6426.8,8.76823202616918
8024,2017,Chihuahua,Santa Isabel,0,3834.8,8.251872561202841
8025,2017,Chihuahua,Gómez Farías,3,7503.3,8.923098202752787
8026,2017,Chihuahua,Gran Morelos,0,2676.3,7.892190522587848
8027,2017,Chihuahua,Guachochi,3,50032.7,10.820432070645479
8028,2017,Chihuahua,Guadalupe,0,4903.3,8.497663726807733
8029,2017,Chihuahua,Guadalupe y Calvo,1,51409.5,10.847578259267962
8030,2017,Chihuahua,Guazapares,1,8436.6,9.040334662824826
8031,2017,Chihuahua,Guerrero,2,36718.9,10.51104688785871
8032,2017,Chihuahua,Hidalgo del Parral,158,113781.7,11.642036979307452
8033,2017,Chihuahua,Huejotitán,0,891.5,6.792905437303195
8034,2017,Chihuahua,Ignacio Zaragoza,0,5717.4,8.651269435582197
8035,2017,Chihuahua,Janos,0,10989.4,9.304686450820858
8036,2017,Chihuahua,Jiménez,21,40980.8,10.620858943320256
8037,2017,Chihuahua,Juárez,6851,1458354.3,14.192819166145249
8038,2017,Chihuahua,Julimes,0,4971.9,8.511557339797609
8039,2017,Chihuahua,López,0,4092.9,8.317009044236938
8040,2017,Chihuahua,Madera,8,26484.1,10.184299831902281
8041,2017,Chihuahua,Maguarichi,0,1487.7,7.304986582163198
8042,2017,Chihuahua,Manuel Benavides,0,1304.9,7.173881688468201
8043,2017,Chihuahua,Matachí,0,2850.6,7.955284777420931
8044,2017,Chihuahua,Matamoros,1,4369.5,8.3824038650676
8045,2017,Chihuahua,Meoqui,10,44547.0,10.704300090564171
8046,2017,Chihuahua,Morelos,0,7589.1,8.93446828628376
8047,2017,Chihuahua,Moris,0,4706.5,8.456699810987274
8048,2017,Chihuahua,Namiquipa,1,22762.4,10.032865330835659
8049,2017,Chihuahua,Nonoava,1,2784.6,7.931859515475185
8050,2017,Chihuahua,Nuevo Casas Grandes,15,63828.2,11.063950377946478
8051,2017,Chihuahua,Ocampo,2,7952.7,8.981266772631171
8052,2017,Chihuahua,Ojinaga,4,25065.0,10.129227729697604
8053,2017,Chihuahua,Praxedis G. Guerrero,3,5017.4,8.520667150227737
8054,2017,Chihuahua,Riva Palacio,0,7790.1,8.960608975752876
8055,2017,Chihuahua,Rosales,1,16778.7,9.727865503837636
8056,2017,Chihuahua,Rosario,0,2125.8,7.661903481099482
8057,2017,Chihuahua,San Francisco de Borja,0,2224.9,7.707467249770112
8058,2017,Chihuahua,San Francisco de Conchos,0,2782.1,7.930961317200417
8059,2017,Chihuahua,San Francisco del Oro,2,4928.7,8.502830540580401
8060,2017,Chihuahua,Santa Bárbara,5,11235.5,9.326833687411987
8061,2017,Chihuahua,Satevó,0,3488.4,8.15719845735283
8062,2017,Chihuahua,Saucillo,43,30600.9,10.32878469927266
8063,2017,Chihuahua,Temósachic,0,5587.3,8.628251444097753
8064,2017,Chihuahua,El Tule,0,1574.3,7.361566008020583
8065,2017,Chihuahua,Urique,0,18045.9,9.800673791144877
8066,2017,Chihuahua,Uruachi,0,7018.4,8.856290550814174
8067,2017,Chihuahua,Valle de Zaragoza,0,4874.0,8.491670234185152
9002,2017,Ciudad de México,Azcapotzalco,529,426956.8,12.964438116132447
9003,2017,Ciudad de México,Coyoacán,945,616237.7,13.331388044707795
9004,2017,Ciudad de México,Cuajimalpa de Morelos,192,208297.5,12.246722625256732
9005,2017,Ciudad de México,Gustavo A. Madero,978,1177077.3,13.978545059531925
9006,2017,Ciudad de México,Iztacalco,227,398584.3,12.895674298127608
9007,2017,Ciudad de México,Iztapalapa,1260,1829576.0,14.419594803983333
9008,2017,Ciudad de México,La Magdalena Contreras,94,245061.2,12.409263254251426
9009,2017,Ciudad de México,Milpa Alta,21,146054.1,11.891732379999745
9010,2017,Ciudad de México,Álvaro Obregón,627,749506.1,13.527169735250842
9011,2017,Ciudad de México,Tláhuac,83,382698.6,12.855003013189178
9012,2017,Ciudad de México,Tlalpan,595,685119.7,13.437348846503864
9013,2017,Ciudad de México,Xochimilco,141,434026.7,12.980861331927546
9014,2017,Ciudad de México,Benito Juárez,1262,419538.8,12.94691129167315
9015,2017,Ciudad de México,Cuauhtémoc,1976,541668.1,13.20240873122821
9016,2017,Ciudad de México,Miguel Hidalgo,858,401995.7,12.904196671026536
9017,2017,Ciudad de México,Venustiano Carranza,464,439886.2,12.994271336078656
10001,2017,Durango,Canatlán,5,31438.1,10.355775812147048
10002,2017,Durango,Canelas,0,4261.3,8.357329557029505
10003,2017,Durango,Coneto de Comonfort,2,4217.8,8.347068944077664
10004,2017,Durango,Cuencamé,7,34567.7,10.450674999027477
10005,2017,Durango,Durango,307,656768.0,13.395086114861583
10006,2017,Durango,General Simón Bolívar,0,10215.3,9.231641875396098
10007,2017,Durango,Gómez Palacio,346,359320.5,12.791970026859484
10008,2017,Durango,Guadalupe Victoria,8,35902.1,10.488551068587283
10009,2017,Durango,Guanaceví,0,9953.0,9.205629292246064
10010,2017,Durango,Hidalgo,0,3969.6,8.286420612937537
10011,2017,Durango,Indé,0,4907.6,8.498540302917029
10012,2017,Durango,Lerdo,53,156632.0,11.961654383937109
10013,2017,Durango,Mapimí,3,26393.5,10.180873046698014
10014,2017,Durango,Mezquital,2,44026.9,10.692556089730148
10015,2017,Durango,Nazas,1,12749.1,9.453215959859811
10016,2017,Durango,Nombre de Dios,9,18888.4,9.846303256008284
10017,2017,Durango,Ocampo,3,8489.9,9.04663250067301
10018,2017,Durango,El Oro,2,10664.8,9.274703877799467
10019,2017,Durango,Otáez,0,5009.2,8.519031500689877
10020,2017,Durango,Pánuco de Coronado,3,12437.3,9.428455300935546
10021,2017,Durango,Peñón Blanco,1,10924.5,9.29876325232608
10022,2017,Durango,Poanas,15,25411.5,10.14295710644911
10023,2017,Durango,Pueblo Nuevo,24,50636.9,10.832435838514556
10024,2017,Durango,Rodeo,1,12809.0,9.457903327831136
10025,2017,Durango,San Bernardo,0,3015.8,8.011620413931695
10026,2017,Durango,San Dimas,9,18040.4,9.8003689663198
10027,2017,Durango,San Juan de Guadalupe,0,5459.8,8.605167438031424
10028,2017,Durango,San Juan del Río,5,11965.6,9.389791145345116
10029,2017,Durango,San Luis del Cordero,0,2126.4,7.662185687958981
10030,2017,Durango,San Pedro del Gallo,0,1655.8,7.412039554704705
10031,2017,Durango,Santa Clara,1,6809.8,8.82611803013667
10032,2017,Durango,Santiago Papasquiaro,22,47934.7,10.777594947016494
10033,2017,Durango,Súchil,5,6870.2,8.83494849687416
10034,2017,Durango,Tamazula,0,26320.4,10.17809958289216
10035,2017,Durango,Tepehuanes,6,11188.1,9.32260599242992
10036,2017,Durango,Tlahualilo,4,21473.3,9.97456558190293
10037,2017,Durango,Topia,0,9098.3,9.115842861866371
10038,2017,Durango,Vicente Guerrero,23,22768.3,10.03312449663074
10039,2017,Durango,Nuevo Ideal,5,27414.3,10.218820054045084
11001,2017,Guanajuato,Abasolo,35,89727.6,11.404533693027009
11002,2017,Guanajuato,Acámbaro,28,108796.9,11.597238120350998
11003,2017,Guanajuato,San Miguel de Allende,129,170345.4,12.045583419495872
11004,2017,Guanajuato,Apaseo el Alto,11,63704.3,11.062007343206615
11005,2017,Guanajuato,Apaseo el Grande,40,108113.8,11.590939655053978
11006,2017,Guanajuato,Atarjea,0,5390.2,8.592337768966033
11007,2017,Guanajuato,Celaya,298,505359.0,13.133024346783225
11008,2017,Guanajuato,Manuel Doblado,10,40011.5,10.596922191775867
11009,2017,Guanajuato,Comonfort,18,80889.4,11.300838068503959
11010,2017,Guanajuato,Coroneo,5,11265.4,9.329491360447218
11011,2017,Guanajuato,Cortazar,48,95068.7,11.462355067124737
11012,2017,Guanajuato,Cuerámaro,33,29792.3,10.302005249843495
11013,2017,Guanajuato,Doctor Mora,8,26170.2,10.172376637833544
11014,2017,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,32,158578.5,11.97400501783349
11015,2017,Guanajuato,Guanajuato,171,187662.7,12.142401481463015
11016,2017,Guanajuato,Huanímaro,4,20824.7,9.943895061168975
11017,2017,Guanajuato,Irapuato,366,573899.1,13.260208875877765
11018,2017,Guanajuato,Jaral del Progreso,9,38122.6,10.548562561108554
11019,2017,Guanajuato,Jerécuaro,24,49911.5,10.818006716109414
11020,2017,Guanajuato,León,5192,1635794.5,14.307639177008133
11021,2017,Guanajuato,Moroleón,23,47891.9,10.77670166680315
11022,2017,Guanajuato,Ocampo,4,25273.0,10.137491911183083
11023,2017,Guanajuato,Pénjamo,98,153452.8,11.941148306867397
11024,2017,Guanajuato,Pueblo Nuevo,3,12032.8,9.395391533341003
11025,2017,Guanajuato,Purísima del Rincón,71,79327.9,11.281345174245175
11026,2017,Guanajuato,Romita,10,63032.7,11.051408918334095
11027,2017,Guanajuato,Salamanca,206,269611.5,12.504737312896907
11028,2017,Guanajuato,Salvatierra,71,95004.4,11.461678485299608
11029,2017,Guanajuato,San Diego de la Unión,8,39868.7,10.593346833874413
11030,2017,Guanajuato,San Felipe,26,115940.7,11.660834132481156
11031,2017,Guanajuato,San Francisco del Rincón,88,125680.7,11.74149984261482
11032,2017,Guanajuato,San José Iturbide,32,84413.9,11.343487358966946
11033,2017,Guanajuato,San Luis de la Paz,74,124672.0,11.733441567562153
11034,2017,Guanajuato,Santa Catarina,1,5542.1,8.62012876928756
11035,2017,Guanajuato,Santa Cruz de Juventino Rosas,32,81402.2,11.307157578652435
11036,2017,Guanajuato,Santiago Maravatío,1,6700.8,8.809982201236163
11037,2017,Guanajuato,Silao de la Victoria,96,194396.4,12.177654652318488
11038,2017,Guanajuato,Tarandacuao,4,11405.1,9.341815902764223
11039,2017,Guanajuato,Tarimoro,27,35804.8,10.485837241613401
11040,2017,Guanajuato,Tierra Blanca,0,19457.4,9.875982739413939
11041,2017,Guanajuato,Uriangato,22,60837.3,11.01595836669024
11042,2017,Guanajuato,Valle de Santiago,90,147355.2,11.900601277668711
11043,2017,Guanajuato,Victoria,2,20823.1,9.943818226378143
11044,2017,Guanajuato,Villagrán,39,62788.3,11.047524029366738
11045,2017,Guanajuato,Xichú,5,11268.1,9.32973100364627
11046,2017,Guanajuato,Yuriria,32,69353.3,11.146969009326074
12001,2017,Guerrero,Acapulco de Juárez,342,782687.5,13.570488789306388
12002,2017,Guerrero,Ahuacuotzingo,0,25151.6,10.132676791794585
12003,2017,Guerrero,Ajuchitlán del Progreso,0,37819.4,10.54057747746471
12004,2017,Guerrero,Alcozauca de Guerrero,0,20548.8,9.930557824058791
12005,2017,Guerrero,Alpoyeca,0,7460.2,8.917337502489909
12006,2017,Guerrero,Apaxtla,0,11495.1,9.34967613659398
12007,2017,Guerrero,Arcelia,2,32941.2,10.402479432940575
12008,2017,Guerrero,Atenango del Río,1,8919.9,9.096040014748882
12009,2017,Guerrero,Atlamajalcingo del Monte,0,5779.5,8.662072452734321
12010,2017,Guerrero,Atlixtac,0,27846.0,10.23444460846923
12011,2017,Guerrero,Atoyac de Álvarez,3,60870.8,11.016508864164871
12012,2017,Guerrero,Ayutla de los Libres,1,67193.1,11.115325842668007
12013,2017,Guerrero,Azoyú,0,14898.0,9.608982254736222
12014,2017,Guerrero,Benito Juárez,0,15315.1,9.636594548791754
12015,2017,Guerrero,Buenavista de Cuéllar,4,12893.8,9.464501854659838
12016,2017,Guerrero,Coahuayutla de José María Izazaga,1,12593.1,9.440904323893877
12017,2017,Guerrero,Cocula,3,15317.4,9.636744716098002
12018,2017,Guerrero,Copala,0,14214.9,9.562045989237985
12019,2017,Guerrero,Copalillo,2,15255.4,9.632688817718185
12020,2017,Guerrero,Copanatoyac,0,20810.1,9.943193724758162
12021,2017,Guerrero,Coyuca de Benítez,12,73177.2,11.200639176021026
12022,2017,Guerrero,Coyuca de Catalán,6,39608.5,10.586799020673961
12023,2017,Guerrero,Cuajinicuilapa,0,26415.5,10.181706238058302
12024,2017,Guerrero,Cualác,0,7613.9,8.937730803155118
12025,2017,Guerrero,Cuautepec,0,16451.3,9.708159780426644
12026,2017,Guerrero,Cuetzala del Progreso,0,8540.2,9.052539705712137
12027,2017,Guerrero,Cutzamala de Pinzón,1,20792.3,9.942338004843629
12028,2017,Guerrero,Chilapa de Álvarez,12,122842.4,11.7186575119738
12029,2017,Guerrero,Chilpancingo de los Bravo,73,270862.9,12.509368067790163
12030,2017,Guerrero,Florencio Villarreal,3,21627.5,9.981720932054529
12031,2017,Guerrero,General Canuto A. Neri,1,6284.9,8.745905209998803
12032,2017,Guerrero,General Heliodoro Castillo,1,37053.6,10.520120791995826
12033,2017,Guerrero,Huamuxtitlán,0,16559.5,9.714715234246711
12034,2017,Guerrero,Huitzuco de los Figueroa,4,36824.3,10.513913232324635
12035,2017,Guerrero,Iguala de la Independencia,29,150030.0,11.918590553081058
12036,2017,Guerrero,Igualapa,1,11461.8,9.346775045997662
12037,2017,Guerrero,Ixcateopan de Cuauhtémoc,1,6277.5,8.74472709103174
12038,2017,Guerrero,Zihuatanejo de Azueta,11,123664.0,11.725323489346652
12039,2017,Guerrero,Juan R. Escudero,2,25574.3,10.149343219966266
12040,2017,Guerrero,Leonardo Bravo,1,25865.9,10.160680777888693
12041,2017,Guerrero,Malinaltepec,0,29617.2,10.296110552630994
12042,2017,Guerrero,Mártir de Cuilapan,0,18339.7,9.816823387988554
12043,2017,Guerrero,Metlatónoc,1,18894.1,9.846604983000582
12044,2017,Guerrero,Mochitlán,0,12094.2,9.40048127782227
12045,2017,Guerrero,Olinalá,0,27329.1,10.215707347534657
12046,2017,Guerrero,Ometepec,3,66136.7,11.099479091127133
12047,2017,Guerrero,Pedro Ascencio Alquisiras,1,7046.6,8.860300509973428
12048,2017,Guerrero,Petatlán,0,44701.8,10.707769048247284
