,CVEGEO,year,state,municipality,crime_count
19759,31100,2022,Yucatán,Ucú,0
19760,31101,2022,Yucatán,Umán,7
19761,31102,2022,Yucatán,Valladolid,4
19762,31103,2022,Yucatán,Xocchel,3
19763,31104,2022,Yucatán,Yaxcabá,0
19764,31105,2022,Yucatán,Yaxkukul,0
19765,31106,2022,Yucatán,Yobaín,0
19766,32001,2022,Zacatecas,Apozol,0
19767,32002,2022,Zacatecas,Apulco,0
19768,32003,2022,Zacatecas,Atolinga,0
19769,32004,2022,Zacatecas,Benito Juárez,1
19770,32005,2022,Zacatecas,Calera,9
19771,32006,2022,Zacatecas,Cañitas de Felipe Pescador,1
19772,32007,2022,Zacatecas,Concepción del Oro,0
19773,32008,2022,Zacatecas,Cuauhtémoc,0
19774,32009,2022,Zacatecas,Chalchihuites,0
19775,32010,2022,Zacatecas,Fresnillo,65
19776,32011,2022,Zacatecas,Trinidad García de la Cadena,1
19777,32012,2022,Zacatecas,Genaro Codina,0
19778,32013,2022,Zacatecas,General Enrique Estrada,0
19779,32014,2022,Zacatecas,General Francisco R. Murguía,0
19780,32015,2022,Zacatecas,El Plateado de Joaquín Amaro,0
19781,32016,2022,Zacatecas,General Pánfilo Natera,3
19782,32017,2022,Zacatecas,Guadalupe,211
19783,32018,2022,Zacatecas,Huanusco,0
19784,32019,2022,Zacatecas,Jalpa,3
19785,32020,2022,Zacatecas,Jerez,5
19786,32021,2022,Zacatecas,Jiménez del Teul,0
19787,32022,2022,Zacatecas,Juan Aldama,1
19788,32023,2022,Zacatecas,Juchipila,2
19789,32024,2022,Zacatecas,Loreto,2
19790,32025,2022,Zacatecas,Luis Moya,3
19791,32026,2022,Zacatecas,Mazapil,0
19792,32027,2022,Zacatecas,Melchor Ocampo,0
19793,32028,2022,Zacatecas,Mezquital del Oro,0
19794,32029,2022,Zacatecas,Miguel Auza,0
19795,32030,2022,Zacatecas,Momax,0
19796,32031,2022,Zacatecas,Monte Escobedo,1
19797,32032,2022,Zacatecas,Morelos,7
19798,32033,2022,Zacatecas,Moyahua de Estrada,0
19799,32034,2022,Zacatecas,Nochistlán de Mejía,4
19800,32035,2022,Zacatecas,Noria de Ángeles,0
19801,32036,2022,Zacatecas,Ojocaliente,6
19802,32037,2022,Zacatecas,Pánuco,6
19803,32038,2022,Zacatecas,Pinos,5
19804,32039,2022,Zacatecas,Río Grande,4
19805,32040,2022,Zacatecas,Sain Alto,3
19806,32041,2022,Zacatecas,El Salvador,0
19807,32042,2022,Zacatecas,Sombrerete,3
19808,32043,2022,Zacatecas,Susticacán,0
19809,32044,2022,Zacatecas,Tabasco,2
19810,32045,2022,Zacatecas,Tepechitlán,1
19811,32046,2022,Zacatecas,Tepetongo,1
19812,32047,2022,Zacatecas,Teúl de González Ortega,1
19813,32048,2022,Zacatecas,Tlaltenango de Sánchez Román,1
19814,32049,2022,Zacatecas,Valparaíso,1
19815,32050,2022,Zacatecas,Vetagrande,3
19816,32051,2022,Zacatecas,Villa de Cos,1
19817,32052,2022,Zacatecas,Villa García,1
19818,32053,2022,Zacatecas,Villa González Ortega,1
19819,32054,2022,Zacatecas,Villa Hidalgo,2
19820,32055,2022,Zacatecas,Villanueva,11
19821,32056,2022,Zacatecas,Zacatecas,94
19822,32057,2022,Zacatecas,Trancoso,7
19823,32058,2022,Zacatecas,Santa María de la Paz,1
19824,01001,2023,Aguascalientes,Aguascalientes,1615
19825,01002,2023,Aguascalientes,Asientos,142
19826,01003,2023,Aguascalientes,Calvillo,57
19827,01004,2023,Aguascalientes,Cosío,33
19828,01005,2023,Aguascalientes,Jesús María,262
19829,01006,2023,Aguascalientes,Pabellón de Arteaga,70
19830,01007,2023,Aguascalientes,Rincón de Romos,69
19831,01008,2023,Aguascalientes,San José de Gracia,9
19832,01009,2023,Aguascalientes,Tepezalá,25
19833,01010,2023,Aguascalientes,El Llano,17
19834,01011,2023,Aguascalientes,San Francisco de los Romo,148
19835,02001,2023,Baja California,Ensenada,1445
19836,02002,2023,Baja California,Mexicali,1460
19837,02003,2023,Baja California,Tecate,220
19838,02004,2023,Baja California,Tijuana,6748
19839,02005,2023,Baja California,Playas de Rosarito,945
19840,02006,2023,Baja California,San Quintín,83
19841,02007,2023,Baja California,San Felipe,26
19842,03001,2023,Baja California Sur,Comondú,24
19843,03002,2023,Baja California Sur,Mulegé,50
19844,03003,2023,Baja California Sur,La Paz,288
19845,03008,2023,Baja California Sur,Los Cabos,486
19846,03009,2023,Baja California Sur,Loreto,16
19847,04001,2023,Campeche,Calkiní,16
19848,04002,2023,Campeche,Campeche,316
19849,04003,2023,Campeche,Carmen,205
19850,04004,2023,Campeche,Champotón,38
19851,04005,2023,Campeche,Hecelchakán,3
19852,04006,2023,Campeche,Hopelchén,12
19853,04007,2023,Campeche,Palizada,3
19854,04008,2023,Campeche,Tenabo,2
19855,04009,2023,Campeche,Escárcega,24
19856,04010,2023,Campeche,Calakmul,13
19857,04011,2023,Campeche,Candelaria,5
19858,04012,2023,Campeche,Seybaplaya,3
19859,04013,2023,Campeche,Dzitbalché,0
19860,05001,2023,Coahuila de Zaragoza,Abasolo,1
19861,05002,2023,Coahuila de Zaragoza,Acuña,554
19862,05003,2023,Coahuila de Zaragoza,Allende,96
19863,05004,2023,Coahuila de Zaragoza,Arteaga,90
19864,05005,2023,Coahuila de Zaragoza,Candela,14
19865,05006,2023,Coahuila de Zaragoza,Castaños,61
19866,05007,2023,Coahuila de Zaragoza,Cuatro Ciénegas,21
19867,05008,2023,Coahuila de Zaragoza,Escobedo,1
19868,05009,2023,Coahuila de Zaragoza,Francisco I. Madero,117
19869,05010,2023,Coahuila de Zaragoza,Frontera,223
19870,05011,2023,Coahuila de Zaragoza,General Cepeda,21
19871,05012,2023,Coahuila de Zaragoza,Guerrero,0
19872,05013,2023,Coahuila de Zaragoza,Hidalgo,0
19873,05014,2023,Coahuila de Zaragoza,Jiménez,9
19874,05015,2023,Coahuila de Zaragoza,Juárez,7
19875,05016,2023,Coahuila de Zaragoza,Lamadrid,1
19876,05017,2023,Coahuila de Zaragoza,Matamoros,502
19877,05018,2023,Coahuila de Zaragoza,Monclova,600
19878,05019,2023,Coahuila de Zaragoza,Morelos,47
19879,05020,2023,Coahuila de Zaragoza,Múzquiz,325
19880,05021,2023,Coahuila de Zaragoza,Nadadores,7
19881,05022,2023,Coahuila de Zaragoza,Nava,99
19882,05023,2023,Coahuila de Zaragoza,Ocampo,1
19883,05024,2023,Coahuila de Zaragoza,Parras,57
19884,05025,2023,Coahuila de Zaragoza,Piedras Negras,759
19885,05026,2023,Coahuila de Zaragoza,Progreso,1
19886,05027,2023,Coahuila de Zaragoza,Ramos Arizpe,241
19887,05028,2023,Coahuila de Zaragoza,Sabinas,375
19888,05029,2023,Coahuila de Zaragoza,Sacramento,2
19889,05030,2023,Coahuila de Zaragoza,Saltillo,2211
19890,05031,2023,Coahuila de Zaragoza,San Buenaventura,48
19891,05032,2023,Coahuila de Zaragoza,San Juan de Sabinas,107
19892,05033,2023,Coahuila de Zaragoza,San Pedro,215
19893,05034,2023,Coahuila de Zaragoza,Sierra Mojada,1
19894,05035,2023,Coahuila de Zaragoza,Torreón,2289
19895,05036,2023,Coahuila de Zaragoza,Viesca,14
19896,05037,2023,Coahuila de Zaragoza,Villa Unión,15
19897,05038,2023,Coahuila de Zaragoza,Zaragoza,58
19898,06001,2023,Colima,Armería,38
19899,06002,2023,Colima,Colima,526
19900,06003,2023,Colima,Comala,15
19901,06004,2023,Colima,Coquimatlán,11
19902,06005,2023,Colima,Cuauhtémoc,13
19903,06006,2023,Colima,Ixtlahuacán,3
19904,06007,2023,Colima,Manzanillo,1197
19905,06008,2023,Colima,Minatitlán,7
19906,06009,2023,Colima,Tecomán,362
19907,06010,2023,Colima,Villa de Álvarez,191
19908,07001,2023,Chiapas,Acacoyagua,0
19909,07002,2023,Chiapas,Acala,0
19910,07003,2023,Chiapas,Acapetahua,3
19911,07004,2023,Chiapas,Altamirano,1
19912,07005,2023,Chiapas,Amatán,0
19913,07006,2023,Chiapas,Amatenango de la Frontera,0
19914,07007,2023,Chiapas,Amatenango del Valle,0
19915,07008,2023,Chiapas,Angel Albino Corzo,0
19916,07009,2023,Chiapas,Arriaga,2
19917,07010,2023,Chiapas,Bejucal de Ocampo,0
19918,07011,2023,Chiapas,Bella Vista,0
19919,07012,2023,Chiapas,Berriozábal,3
19920,07013,2023,Chiapas,Bochil,2
19921,07014,2023,Chiapas,El Bosque,0
19922,07015,2023,Chiapas,Cacahoatán,1
19923,07016,2023,Chiapas,Catazajá,0
19924,07017,2023,Chiapas,Cintalapa,4
19925,07018,2023,Chiapas,Coapilla,0
19926,07019,2023,Chiapas,Comitán de Domínguez,5
19927,07020,2023,Chiapas,La Concordia,2
19928,07021,2023,Chiapas,Copainalá,2
19929,07022,2023,Chiapas,Chalchihuitán,0
19930,07023,2023,Chiapas,Chamula,1
19931,07024,2023,Chiapas,Chanal,0
19932,07025,2023,Chiapas,Chapultenango,0
19933,07026,2023,Chiapas,Chenalhó,1
19934,07027,2023,Chiapas,Chiapa de Corzo,7
19935,07028,2023,Chiapas,Chiapilla,0
19936,07029,2023,Chiapas,Chicoasén,1
19937,07030,2023,Chiapas,Chicomuselo,1
19938,07031,2023,Chiapas,Chilón,2
19939,07032,2023,Chiapas,Escuintla,1
19940,07033,2023,Chiapas,Francisco León,0
19941,07034,2023,Chiapas,Frontera Comalapa,0
19942,07035,2023,Chiapas,Frontera Hidalgo,1
19943,07036,2023,Chiapas,La Grandeza,0
19944,07037,2023,Chiapas,Huehuetán,1
19945,07038,2023,Chiapas,Huixtán,0
19946,07039,2023,Chiapas,Huitiupán,1
19947,07040,2023,Chiapas,Huixtla,8
19948,07041,2023,Chiapas,La Independencia,0
19949,07042,2023,Chiapas,Ixhuatán,0
19950,07043,2023,Chiapas,Ixtacomitán,1
19951,07044,2023,Chiapas,Ixtapa,2
19952,07045,2023,Chiapas,Ixtapangajoya,0
19953,07046,2023,Chiapas,Jiquipilas,1
19954,07047,2023,Chiapas,Jitotol,0
19955,07048,2023,Chiapas,Juárez,2
19956,07049,2023,Chiapas,Larráinzar,0
19957,07050,2023,Chiapas,La Libertad,0
19958,07051,2023,Chiapas,Mapastepec,9
19959,07052,2023,Chiapas,Las Margaritas,0
19960,07053,2023,Chiapas,Mazapa de Madero,0
19961,07054,2023,Chiapas,Mazatán,0
19962,07055,2023,Chiapas,Metapa,1
19963,07056,2023,Chiapas,Mitontic,0
19964,07057,2023,Chiapas,Motozintla,0
19965,07058,2023,Chiapas,Nicolás Ruíz,0
19966,07059,2023,Chiapas,Ocosingo,13
19967,07060,2023,Chiapas,Ocotepec,0
19968,07061,2023,Chiapas,Ocozocoautla de Espinosa,7
19969,07062,2023,Chiapas,Ostuacán,0
19970,07063,2023,Chiapas,Osumacinta,0
19971,07064,2023,Chiapas,Oxchuc,0
19972,07065,2023,Chiapas,Palenque,43
19973,07066,2023,Chiapas,Pantelhó,1
19974,07067,2023,Chiapas,Pantepec,0
19975,07068,2023,Chiapas,Pichucalco,9
19976,07069,2023,Chiapas,Pijijiapan,7
19977,07070,2023,Chiapas,El Porvenir,0
19978,07071,2023,Chiapas,Villa Comaltitlán,3
19979,07072,2023,Chiapas,Pueblo Nuevo Solistahuacán,0
19980,07073,2023,Chiapas,Rayón,0
19981,07074,2023,Chiapas,Reforma,25
19982,07075,2023,Chiapas,Las Rosas,0
19983,07076,2023,Chiapas,Sabanilla,0
19984,07077,2023,Chiapas,Salto de Agua,1
19985,07078,2023,Chiapas,San Cristóbal de las Casas,30
19986,07079,2023,Chiapas,San Fernando,3
19987,07080,2023,Chiapas,Siltepec,1
19988,07081,2023,Chiapas,Simojovel,3
19989,07082,2023,Chiapas,Sitalá,0
19990,07083,2023,Chiapas,Socoltenango,0
19991,07084,2023,Chiapas,Solosuchiapa,0
19992,07085,2023,Chiapas,Soyaló,1
19993,07086,2023,Chiapas,Suchiapa,3
19994,07087,2023,Chiapas,Suchiate,4
19995,07088,2023,Chiapas,Sunuapa,0
19996,07089,2023,Chiapas,Tapachula,77
19997,07090,2023,Chiapas,Tapalapa,0
19998,07091,2023,Chiapas,Tapilula,1
19999,07092,2023,Chiapas,Tecpatán,0
20000,07093,2023,Chiapas,Tenejapa,0
20001,07094,2023,Chiapas,Teopisca,0
20002,07096,2023,Chiapas,Tila,1
20003,07097,2023,Chiapas,Tonalá,15
20004,07098,2023,Chiapas,Totolapa,0
20005,07099,2023,Chiapas,La Trinitaria,0
20006,07100,2023,Chiapas,Tumbalá,0
20007,07101,2023,Chiapas,Tuxtla Gutiérrez,125
20008,07102,2023,Chiapas,Tuxtla Chico,4
20009,07103,2023,Chiapas,Tuzantán,2
20010,07104,2023,Chiapas,Tzimol,0
20011,07105,2023,Chiapas,Unión Juárez,0
20012,07106,2023,Chiapas,Venustiano Carranza,0
20013,07107,2023,Chiapas,Villa Corzo,4
20014,07108,2023,Chiapas,Villaflores,13
20015,07109,2023,Chiapas,Yajalón,5
20016,07110,2023,Chiapas,San Lucas,0
20017,07111,2023,Chiapas,Zinacantán,0
20018,07112,2023,Chiapas,San Juan Cancuc,0
20019,07113,2023,Chiapas,Aldama,0
20020,07114,2023,Chiapas,Benemérito de las Américas,2
20021,07115,2023,Chiapas,Maravilla Tenejapa,0
20022,07116,2023,Chiapas,Marqués de Comillas,0
20023,07117,2023,Chiapas,Montecristo de Guerrero,0
20024,07118,2023,Chiapas,San Andrés Duraznal,0
20025,07119,2023,Chiapas,Santiago el Pinar,0
20026,07120,2023,Chiapas,Capitán Luis Ángel Vidal,0
20027,07121,2023,Chiapas,Rincón Chamula San Pedro,0
20028,07122,2023,Chiapas,El Parral,0
20029,07123,2023,Chiapas,Emiliano Zapata,1
20030,07124,2023,Chiapas,Mezcalapa,1
20031,07125,2023,Chiapas,Honduras de la Sierra,0
20032,08001,2023,Chihuahua,Ahumada,3
20033,08002,2023,Chihuahua,Aldama,2
20034,08003,2023,Chihuahua,Allende,1
20035,08004,2023,Chihuahua,Aquiles Serdán,12
20036,08005,2023,Chihuahua,Ascensión,4
20037,08006,2023,Chihuahua,Bachíniva,1
20038,08007,2023,Chihuahua,Balleza,1
20039,08008,2023,Chihuahua,Batopilas de Manuel Gómez Morín,0
20040,08009,2023,Chihuahua,Bocoyna,7
20041,08010,2023,Chihuahua,Buenaventura,1
20042,08011,2023,Chihuahua,Camargo,9
20043,08012,2023,Chihuahua,Carichí,0
20044,08013,2023,Chihuahua,Casas Grandes,1
20045,08014,2023,Chihuahua,Coronado,0
20046,08015,2023,Chihuahua,Coyame del Sotol,0
20047,08016,2023,Chihuahua,La Cruz,0
20048,08017,2023,Chihuahua,Cuauhtémoc,200
20049,08018,2023,Chihuahua,Cusihuiriachi,0
20050,08019,2023,Chihuahua,Chihuahua,932
20051,08020,2023,Chihuahua,Chínipas,1
20052,08021,2023,Chihuahua,Delicias,53
20053,08022,2023,Chihuahua,Dr. Belisario Domínguez,0
20054,08023,2023,Chihuahua,Galeana,0
20055,08024,2023,Chihuahua,Santa Isabel,0
20056,08025,2023,Chihuahua,Gómez Farías,1
20057,08026,2023,Chihuahua,Gran Morelos,0
20058,08027,2023,Chihuahua,Guachochi,9
20059,08028,2023,Chihuahua,Guadalupe,1
20060,08029,2023,Chihuahua,Guadalupe y Calvo,1
20061,08030,2023,Chihuahua,Guazapares,0
20062,08031,2023,Chihuahua,Guerrero,7
20063,08032,2023,Chihuahua,Hidalgo del Parral,208
20064,08033,2023,Chihuahua,Huejotitán,0
20065,08034,2023,Chihuahua,Ignacio Zaragoza,3
20066,08035,2023,Chihuahua,Janos,2
20067,08036,2023,Chihuahua,Jiménez,10
20068,08037,2023,Chihuahua,Juárez,2793
20069,08038,2023,Chihuahua,Julimes,0
20070,08039,2023,Chihuahua,López,0
20071,08040,2023,Chihuahua,Madera,2
20072,08041,2023,Chihuahua,Maguarichi,0
20073,08042,2023,Chihuahua,Manuel Benavides,0
20074,08043,2023,Chihuahua,Matachí,0
20075,08044,2023,Chihuahua,Matamoros,0
20076,08045,2023,Chihuahua,Meoqui,9
20077,08046,2023,Chihuahua,Morelos,0
20078,08047,2023,Chihuahua,Moris,0
20079,08048,2023,Chihuahua,Namiquipa,0
20080,08049,2023,Chihuahua,Nonoava,0
20081,08050,2023,Chihuahua,Nuevo Casas Grandes,32
20082,08051,2023,Chihuahua,Ocampo,2
20083,08052,2023,Chihuahua,Ojinaga,0
20084,08053,2023,Chihuahua,Praxedis G. Guerrero,0
20085,08054,2023,Chihuahua,Riva Palacio,0
20086,08055,2023,Chihuahua,Rosales,0
20087,08056,2023,Chihuahua,Rosario,0
20088,08057,2023,Chihuahua,San Francisco de Borja,2
20089,08058,2023,Chihuahua,San Francisco de Conchos,0
20090,08059,2023,Chihuahua,San Francisco del Oro,1
20091,08060,2023,Chihuahua,Santa Bárbara,2
20092,08061,2023,Chihuahua,Satevó,0
20093,08062,2023,Chihuahua,Saucillo,3
20094,08063,2023,Chihuahua,Temósachic,0
20095,08064,2023,Chihuahua,El Tule,0
20096,08065,2023,Chihuahua,Urique,2
20097,08066,2023,Chihuahua,Uruachi,0
20098,08067,2023,Chihuahua,Valle de Zaragoza,1
20099,09002,2023,Ciudad de México,Azcapotzalco,254
20100,09003,2023,Ciudad de México,Coyoacán,370
20101,09004,2023,Ciudad de México,Cuajimalpa de Morelos,93
20102,09005,2023,Ciudad de México,Gustavo A. Madero,642
20103,09006,2023,Ciudad de México,Iztacalco,269
20104,09007,2023,Ciudad de México,Iztapalapa,1366
20105,09008,2023,Ciudad de México,La Magdalena Contreras,74
20106,09009,2023,Ciudad de México,Milpa Alta,125
20107,09010,2023,Ciudad de México,Álvaro Obregón,656
20108,09011,2023,Ciudad de México,Tláhuac,219
20109,09012,2023,Ciudad de México,Tlalpan,282
20110,09013,2023,Ciudad de México,Xochimilco,194
20111,09014,2023,Ciudad de México,Benito Juárez,419
20112,09015,2023,Ciudad de México,Cuauhtémoc,1228
20113,09016,2023,Ciudad de México,Miguel Hidalgo,353
20114,09017,2023,Ciudad de México,Venustiano Carranza,496
20115,10001,2023,Durango,Canatlán,4
20116,10002,2023,Durango,Canelas,0
20117,10003,2023,Durango,Coneto de Comonfort,0
20118,10004,2023,Durango,Cuencamé,4
20119,10005,2023,Durango,Durango,207
20120,10006,2023,Durango,General Simón Bolívar,1
20121,10007,2023,Durango,Gómez Palacio,490
20122,10008,2023,Durango,Guadalupe Victoria,9
20123,10009,2023,Durango,Guanaceví,2
20124,10010,2023,Durango,Hidalgo,1
20125,10011,2023,Durango,Indé,0
20126,10012,2023,Durango,Lerdo,130
20127,10013,2023,Durango,Mapimí,9
20128,10014,2023,Durango,Mezquital,1
20129,10015,2023,Durango,Nazas,4
20130,10016,2023,Durango,Nombre de Dios,4
20131,10017,2023,Durango,Ocampo,5
20132,10018,2023,Durango,El Oro,4
20133,10019,2023,Durango,Otáez,0
20134,10020,2023,Durango,Pánuco de Coronado,3
20135,10021,2023,Durango,Peñón Blanco,0
20136,10022,2023,Durango,Poanas,10
20137,10023,2023,Durango,Pueblo Nuevo,27
20138,10024,2023,Durango,Rodeo,1
20139,10025,2023,Durango,San Bernardo,0
20140,10026,2023,Durango,San Dimas,2
20141,10027,2023,Durango,San Juan de Guadalupe,0
20142,10028,2023,Durango,San Juan del Río,5
20143,10029,2023,Durango,San Luis del Cordero,0
20144,10030,2023,Durango,San Pedro del Gallo,0
20145,10031,2023,Durango,Santa Clara,0
20146,10032,2023,Durango,Santiago Papasquiaro,53
20147,10033,2023,Durango,Súchil,0
20148,10034,2023,Durango,Tamazula,3
20149,10035,2023,Durango,Tepehuanes,1
20150,10036,2023,Durango,Tlahualilo,0
20151,10037,2023,Durango,Topia,0
20152,10038,2023,Durango,Vicente Guerrero,5
20153,10039,2023,Durango,Nuevo Ideal,8
20154,11001,2023,Guanajuato,Abasolo,61
20155,11002,2023,Guanajuato,Acámbaro,183
20156,11003,2023,Guanajuato,San Miguel de Allende,372
20157,11004,2023,Guanajuato,Apaseo el Alto,61
20158,11005,2023,Guanajuato,Apaseo el Grande,160
20159,11006,2023,Guanajuato,Atarjea,0
20160,11007,2023,Guanajuato,Celaya,830
20161,11008,2023,Guanajuato,Manuel Doblado,9
20162,11009,2023,Guanajuato,Comonfort,68
20163,11010,2023,Guanajuato,Coroneo,1
20164,11011,2023,Guanajuato,Cortazar,221
20165,11012,2023,Guanajuato,Cuerámaro,25
20166,11013,2023,Guanajuato,Doctor Mora,21
20167,11014,2023,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,126
20168,11015,2023,Guanajuato,Guanajuato,336
20169,11016,2023,Guanajuato,Huanímaro,13
20170,11017,2023,Guanajuato,Irapuato,588
20171,11018,2023,Guanajuato,Jaral del Progreso,31
20172,11019,2023,Guanajuato,Jerécuaro,19
20173,11020,2023,Guanajuato,León,15622
20174,11021,2023,Guanajuato,Moroleón,41
20175,11022,2023,Guanajuato,Ocampo,18
20176,11023,2023,Guanajuato,Pénjamo,282
20177,11024,2023,Guanajuato,Pueblo Nuevo,14
20178,11025,2023,Guanajuato,Purísima del Rincón,96
20179,11026,2023,Guanajuato,Romita,24
20180,11027,2023,Guanajuato,Salamanca,272
20181,11028,2023,Guanajuato,Salvatierra,227
20182,11029,2023,Guanajuato,San Diego de la Unión,12
20183,11030,2023,Guanajuato,San Felipe,60
20184,11031,2023,Guanajuato,San Francisco del Rincón,171
20185,11032,2023,Guanajuato,San José Iturbide,136
20186,11033,2023,Guanajuato,San Luis de la Paz,107
20187,11034,2023,Guanajuato,Santa Catarina,1
20188,11035,2023,Guanajuato,Santa Cruz de Juventino Rosas,116
20189,11036,2023,Guanajuato,Santiago Maravatío,1
20190,11037,2023,Guanajuato,Silao de la Victoria,277
20191,11038,2023,Guanajuato,Tarandacuao,12
20192,11039,2023,Guanajuato,Tarimoro,43
20193,11040,2023,Guanajuato,Tierra Blanca,4
20194,11041,2023,Guanajuato,Uriangato,37
20195,11042,2023,Guanajuato,Valle de Santiago,170
20196,11043,2023,Guanajuato,Victoria,3
20197,11044,2023,Guanajuato,Villagrán,153
20198,11045,2023,Guanajuato,Xichú,2
20199,11046,2023,Guanajuato,Yuriria,42
20200,12001,2023,Guerrero,Acapulco de Juárez,531
20201,12002,2023,Guerrero,Ahuacuotzingo,0
20202,12003,2023,Guerrero,Ajuchitlán del Progreso,0
20203,12004,2023,Guerrero,Alcozauca de Guerrero,1
20204,12005,2023,Guerrero,Alpoyeca,1
20205,12006,2023,Guerrero,Apaxtla,4
20206,12007,2023,Guerrero,Arcelia,1
20207,12008,2023,Guerrero,Atenango del Río,1
20208,12009,2023,Guerrero,Atlamajalcingo del Monte,0
20209,12010,2023,Guerrero,Atlixtac,1
20210,12011,2023,Guerrero,Atoyac de Álvarez,6
20211,12012,2023,Guerrero,Ayutla de los Libres,2
20212,12013,2023,Guerrero,Azoyú,8
20213,12014,2023,Guerrero,Benito Juárez,2
20214,12015,2023,Guerrero,Buenavista de Cuéllar,0
20215,12016,2023,Guerrero,Coahuayutla de José María Izazaga,1
20216,12017,2023,Guerrero,Cocula,2
20217,12018,2023,Guerrero,Copala,9
20218,12019,2023,Guerrero,Copalillo,2
20219,12020,2023,Guerrero,Copanatoyac,0
20220,12021,2023,Guerrero,Coyuca de Benítez,6
20221,12022,2023,Guerrero,Coyuca de Catalán,1
20222,12023,2023,Guerrero,Cuajinicuilapa,1
20223,12024,2023,Guerrero,Cualác,0
20224,12025,2023,Guerrero,Cuautepec,0
20225,12026,2023,Guerrero,Cuetzala del Progreso,0
20226,12027,2023,Guerrero,Cutzamala de Pinzón,1
20227,12028,2023,Guerrero,Chilapa de Álvarez,11
20228,12029,2023,Guerrero,Chilpancingo de los Bravo,185
20229,12030,2023,Guerrero,Florencio Villarreal,4
20230,12031,2023,Guerrero,General Canuto A. Neri,0
20231,12032,2023,Guerrero,General Heliodoro Castillo,0
20232,12033,2023,Guerrero,Huamuxtitlán,3
20233,12034,2023,Guerrero,Huitzuco de los Figueroa,5
20234,12035,2023,Guerrero,Iguala de la Independencia,57
20235,12036,2023,Guerrero,Igualapa,2
20236,12037,2023,Guerrero,Ixcateopan de Cuauhtémoc,0
20237,12038,2023,Guerrero,Zihuatanejo de Azueta,81
20238,12039,2023,Guerrero,Juan R. Escudero,1
20239,12040,2023,Guerrero,Leonardo Bravo,1
20240,12041,2023,Guerrero,Malinaltepec,1
20241,12042,2023,Guerrero,Mártir de Cuilapan,0
20242,12043,2023,Guerrero,Metlatónoc,3
20243,12044,2023,Guerrero,Mochitlán,0
20244,12045,2023,Guerrero,Olinalá,1
20245,12046,2023,Guerrero,Ometepec,13
20246,12047,2023,Guerrero,Pedro Ascencio Alquisiras,0
20247,12048,2023,Guerrero,Petatlán,3
20248,12049,2023,Guerrero,Pilcaya,0
20249,12050,2023,Guerrero,Pungarabato,3
20250,12051,2023,Guerrero,Quechultenango,0
20251,12052,2023,Guerrero,San Luis Acatlán,5
20252,12053,2023,Guerrero,San Marcos,3
20253,12054,2023,Guerrero,San Miguel Totolapan,1
20254,12055,2023,Guerrero,Taxco de Alarcón,15
20255,12056,2023,Guerrero,Tecoanapa,0
20256,12057,2023,Guerrero,Técpan de Galeana,4
20257,12058,2023,Guerrero,Teloloapan,3
20258,12059,2023,Guerrero,Tepecoacuilco de Trujano,12
20259,12060,2023,Guerrero,Tetipac,1
20260,12061,2023,Guerrero,Tixtla de Guerrero,2
20261,12062,2023,Guerrero,Tlacoachistlahuaca,3
20262,12063,2023,Guerrero,Tlacoapa,0
20263,12064,2023,Guerrero,Tlalchapa,1
20264,12065,2023,Guerrero,Tlalixtaquilla de Maldonado,0
20265,12066,2023,Guerrero,Tlapa de Comonfort,48
20266,12067,2023,Guerrero,Tlapehuala,0
20267,12068,2023,Guerrero,La Unión de Isidoro Montes de Oca,4
20268,12069,2023,Guerrero,Xalpatláhuac,0
20269,12070,2023,Guerrero,Xochihuehuetlán,0
20270,12071,2023,Guerrero,Xochistlahuaca,2
20271,12072,2023,Guerrero,Zapotitlán Tablas,0
20272,12073,2023,Guerrero,Zirándaro,0
20273,12074,2023,Guerrero,Zitlala,0
20274,12075,2023,Guerrero,Eduardo Neri,23
20275,12076,2023,Guerrero,Acatepec,0
20276,12077,2023,Guerrero,Marquelia,6
20277,12078,2023,Guerrero,Cochoapa el Grande,1
20278,12079,2023,Guerrero,José Joaquín de Herrera,3
20279,12080,2023,Guerrero,Juchitán,1
20280,12081,2023,Guerrero,Iliatenco,0
20281,12082,2023,Guerrero,Las Vigas,0
20282,12083,2023,Guerrero,Ñuu Savi,0
20283,12084,2023,Guerrero,Santa Cruz del Rincón,0
20284,12085,2023,Guerrero,San Nicolás,0
20285,13001,2023,Hidalgo,Acatlán,2
20286,13002,2023,Hidalgo,Acaxochitlán,10
20287,13003,2023,Hidalgo,Actopan,42
20288,13004,2023,Hidalgo,Agua Blanca de Iturbide,1
20289,13005,2023,Hidalgo,Ajacuba,20
20290,13006,2023,Hidalgo,Alfajayucan,1
20291,13007,2023,Hidalgo,Almoloya,3
20292,13008,2023,Hidalgo,Apan,17
20293,13009,2023,Hidalgo,El Arenal,6
20294,13010,2023,Hidalgo,Atitalaquia,3
20295,13011,2023,Hidalgo,Atlapexco,4
20296,13012,2023,Hidalgo,Atotonilco el Grande,7
20297,13013,2023,Hidalgo,Atotonilco de Tula,27
20298,13014,2023,Hidalgo,Calnali,1
20299,13015,2023,Hidalgo,Cardonal,7
20300,13016,2023,Hidalgo,Cuautepec de Hinojosa,32
20301,13017,2023,Hidalgo,Chapantongo,0
20302,13018,2023,Hidalgo,Chapulhuacán,9
20303,13019,2023,Hidalgo,Chilcuautla,1
