,CVEGEO,year,state,municipality,crime_count
8707,20259,2018,Oaxaca,San Miguel Ahuehuetitlán,0
8708,20260,2018,Oaxaca,San Miguel Aloápam,0
8709,20261,2018,Oaxaca,San Miguel Amatitlán,0
8710,20262,2018,Oaxaca,San Miguel Amatlán,0
8711,20263,2018,Oaxaca,San Miguel Coatlán,0
8712,20264,2018,Oaxaca,San Miguel Chicahua,0
8713,20265,2018,Oaxaca,San Miguel Chimalapa,0
8714,20266,2018,Oaxaca,San Miguel del Puerto,0
8715,20267,2018,Oaxaca,San Miguel del Río,0
8716,20268,2018,Oaxaca,San Miguel Ejutla,1
8717,20269,2018,Oaxaca,San Miguel el Grande,0
8718,20270,2018,Oaxaca,San Miguel Huautla,0
8719,20271,2018,Oaxaca,San Miguel Mixtepec,0
8720,20272,2018,Oaxaca,San Miguel Panixtlahuaca,0
8721,20273,2018,Oaxaca,San Miguel Peras,0
8722,20274,2018,Oaxaca,San Miguel Piedras,0
8723,20275,2018,Oaxaca,San Miguel Quetzaltepec,0
8724,20276,2018,Oaxaca,San Miguel Santa Flor,0
8725,20277,2018,Oaxaca,Villa Sola de Vega,2
8726,20278,2018,Oaxaca,San Miguel Soyaltepec,1
8727,20279,2018,Oaxaca,San Miguel Suchixtepec,0
8728,20280,2018,Oaxaca,Villa Talea de Castro,0
8729,20281,2018,Oaxaca,San Miguel Tecomatlán,0
8730,20282,2018,Oaxaca,San Miguel Tenango,0
8731,20283,2018,Oaxaca,San Miguel Tequixtepec,0
8732,20284,2018,Oaxaca,San Miguel Tilquiápam,1
8733,20285,2018,Oaxaca,San Miguel Tlacamama,0
8734,20286,2018,Oaxaca,San Miguel Tlacotepec,0
8735,20287,2018,Oaxaca,San Miguel Tulancingo,0
8736,20288,2018,Oaxaca,San Miguel Yotao,0
8737,20289,2018,Oaxaca,San Nicolás,0
8738,20290,2018,Oaxaca,San Nicolás Hidalgo,0
8739,20291,2018,Oaxaca,San Pablo Coatlán,0
8740,20292,2018,Oaxaca,San Pablo Cuatro Venados,0
8741,20293,2018,Oaxaca,San Pablo Etla,0
8742,20294,2018,Oaxaca,San Pablo Huitzo,5
8743,20295,2018,Oaxaca,San Pablo Huixtepec,0
8744,20296,2018,Oaxaca,San Pablo Macuiltianguis,0
8745,20297,2018,Oaxaca,San Pablo Tijaltepec,0
8746,20298,2018,Oaxaca,San Pablo Villa de Mitla,2
8747,20299,2018,Oaxaca,San Pablo Yaganiza,0
8748,20300,2018,Oaxaca,San Pedro Amuzgos,1
8749,20301,2018,Oaxaca,San Pedro Apóstol,0
8750,20302,2018,Oaxaca,San Pedro Atoyac,0
8751,20303,2018,Oaxaca,San Pedro Cajonos,0
8752,20304,2018,Oaxaca,San Pedro Coxcaltepec Cántaros,0
8753,20305,2018,Oaxaca,San Pedro Comitancillo,0
8754,20306,2018,Oaxaca,San Pedro el Alto,0
8755,20307,2018,Oaxaca,San Pedro Huamelula,0
8756,20308,2018,Oaxaca,San Pedro Huilotepec,0
8757,20309,2018,Oaxaca,San Pedro Ixcatlán,0
8758,20310,2018,Oaxaca,San Pedro Ixtlahuaca,2
8759,20311,2018,Oaxaca,San Pedro Jaltepetongo,0
8760,20312,2018,Oaxaca,San Pedro Jicayán,0
8761,20313,2018,Oaxaca,San Pedro Jocotipac,0
8762,20314,2018,Oaxaca,San Pedro Juchatengo,0
8763,20315,2018,Oaxaca,San Pedro Mártir,1
8764,20316,2018,Oaxaca,San Pedro Mártir Quiechapa,0
8765,20317,2018,Oaxaca,San Pedro Mártir Yucuxaco,0
8766,20318,2018,Oaxaca,San Pedro Mixtepec Distrito 22,11
8767,20319,2018,Oaxaca,San Pedro Mixtepec Distrito 26,2
8768,20320,2018,Oaxaca,San Pedro Molinos,0
8769,20321,2018,Oaxaca,San Pedro Nopala,0
8770,20322,2018,Oaxaca,San Pedro Ocopetatillo,0
8771,20323,2018,Oaxaca,San Pedro Ocotepec,0
8772,20324,2018,Oaxaca,San Pedro Pochutla,8
8773,20325,2018,Oaxaca,San Pedro Quiatoni,0
8774,20326,2018,Oaxaca,San Pedro Sochiápam,0
8775,20327,2018,Oaxaca,San Pedro Tapanatepec,0
8776,20328,2018,Oaxaca,San Pedro Taviche,0
8777,20329,2018,Oaxaca,San Pedro Teozacoalco,0
8778,20330,2018,Oaxaca,San Pedro Teutila,0
8779,20331,2018,Oaxaca,San Pedro Tidaá,0
8780,20332,2018,Oaxaca,San Pedro Topiltepec,0
8781,20333,2018,Oaxaca,San Pedro Totolápam,0
8782,20334,2018,Oaxaca,Villa de Tututepec,3
8783,20335,2018,Oaxaca,San Pedro Yaneri,0
8784,20336,2018,Oaxaca,San Pedro Yólox,0
8785,20337,2018,Oaxaca,San Pedro y San Pablo Ayutla,0
8786,20338,2018,Oaxaca,Villa de Etla,7
8787,20339,2018,Oaxaca,San Pedro y San Pablo Teposcolula,3
8788,20340,2018,Oaxaca,San Pedro y San Pablo Tequixtepec,0
8789,20341,2018,Oaxaca,San Pedro Yucunama,0
8790,20342,2018,Oaxaca,San Raymundo Jalpan,0
8791,20343,2018,Oaxaca,San Sebastián Abasolo,0
8792,20344,2018,Oaxaca,San Sebastián Coatlán,0
8793,20345,2018,Oaxaca,San Sebastián Ixcapa,0
8794,20346,2018,Oaxaca,San Sebastián Nicananduta,0
8795,20347,2018,Oaxaca,San Sebastián Río Hondo,0
8796,20348,2018,Oaxaca,San Sebastián Tecomaxtlahuaca,0
8797,20349,2018,Oaxaca,San Sebastián Teitipac,0
8798,20350,2018,Oaxaca,San Sebastián Tutla,1
8799,20351,2018,Oaxaca,San Simón Almolongas,0
8800,20352,2018,Oaxaca,San Simón Zahuatlán,0
8801,20353,2018,Oaxaca,Santa Ana,0
8802,20354,2018,Oaxaca,Santa Ana Ateixtlahuaca,0
8803,20355,2018,Oaxaca,Santa Ana Cuauhtémoc,0
8804,20356,2018,Oaxaca,Santa Ana del Valle,0
8805,20357,2018,Oaxaca,Santa Ana Tavela,0
8806,20358,2018,Oaxaca,Santa Ana Tlapacoyan,0
8807,20359,2018,Oaxaca,Santa Ana Yareni,0
8808,20360,2018,Oaxaca,Santa Ana Zegache,0
8809,20361,2018,Oaxaca,Santa Catalina Quierí,0
8810,20362,2018,Oaxaca,Santa Catarina Cuixtla,0
8811,20363,2018,Oaxaca,Santa Catarina Ixtepeji,0
8812,20364,2018,Oaxaca,Santa Catarina Juquila,2
8813,20365,2018,Oaxaca,Santa Catarina Lachatao,0
8814,20366,2018,Oaxaca,Santa Catarina Loxicha,0
8815,20367,2018,Oaxaca,Santa Catarina Mechoacán,0
8816,20368,2018,Oaxaca,Santa Catarina Minas,0
8817,20369,2018,Oaxaca,Santa Catarina Quiané,0
8818,20370,2018,Oaxaca,Santa Catarina Tayata,0
8819,20371,2018,Oaxaca,Santa Catarina Ticuá,0
8820,20372,2018,Oaxaca,Santa Catarina Yosonotú,0
8821,20373,2018,Oaxaca,Santa Catarina Zapoquila,0
8822,20374,2018,Oaxaca,Santa Cruz Acatepec,0
8823,20375,2018,Oaxaca,Santa Cruz Amilpas,0
8824,20376,2018,Oaxaca,Santa Cruz de Bravo,0
8825,20377,2018,Oaxaca,Santa Cruz Itundujia,0
8826,20378,2018,Oaxaca,Santa Cruz Mixtepec,1
8827,20379,2018,Oaxaca,Santa Cruz Nundaco,0
8828,20380,2018,Oaxaca,Santa Cruz Papalutla,2
8829,20381,2018,Oaxaca,Santa Cruz Tacache de Mina,0
8830,20382,2018,Oaxaca,Santa Cruz Tacahua,0
8831,20383,2018,Oaxaca,Santa Cruz Tayata,0
8832,20384,2018,Oaxaca,Santa Cruz Xitla,0
8833,20385,2018,Oaxaca,Santa Cruz Xoxocotlán,14
8834,20386,2018,Oaxaca,Santa Cruz Zenzontepec,0
8835,20387,2018,Oaxaca,Santa Gertrudis,1
8836,20388,2018,Oaxaca,Santa Inés del Monte,0
8837,20389,2018,Oaxaca,Santa Inés Yatzeche,0
8838,20390,2018,Oaxaca,Santa Lucía del Camino,51
8839,20391,2018,Oaxaca,Santa Lucía Miahuatlán,0
8840,20392,2018,Oaxaca,Santa Lucía Monteverde,0
8841,20393,2018,Oaxaca,Santa Lucía Ocotlán,0
8842,20394,2018,Oaxaca,Santa María Alotepec,0
8843,20395,2018,Oaxaca,Santa María Apazco,0
8844,20396,2018,Oaxaca,Santa María la Asunción,0
8845,20397,2018,Oaxaca,Heroica Ciudad de Tlaxiaco,6
8846,20398,2018,Oaxaca,Ayoquezco de Aldama,1
8847,20399,2018,Oaxaca,Santa María Atzompa,3
8848,20400,2018,Oaxaca,Santa María Camotlán,0
8849,20401,2018,Oaxaca,Santa María Colotepec,3
8850,20402,2018,Oaxaca,Santa María Cortijo,0
8851,20403,2018,Oaxaca,Santa María Coyotepec,0
8852,20404,2018,Oaxaca,Santa María Chachoápam,0
8853,20405,2018,Oaxaca,Villa de Chilapa de Díaz,0
8854,20406,2018,Oaxaca,Santa María Chilchotla,2
8855,20407,2018,Oaxaca,Santa María Chimalapa,0
8856,20408,2018,Oaxaca,Santa María del Rosario,0
8857,20409,2018,Oaxaca,Santa María del Tule,1
8858,20410,2018,Oaxaca,Santa María Ecatepec,0
8859,20411,2018,Oaxaca,Santa María Guelacé,0
8860,20412,2018,Oaxaca,Santa María Guienagati,0
8861,20413,2018,Oaxaca,Santa María Huatulco,8
8862,20414,2018,Oaxaca,Santa María Huazolotitlán,0
8863,20415,2018,Oaxaca,Santa María Ipalapa,0
8864,20416,2018,Oaxaca,Santa María Ixcatlán,0
8865,20417,2018,Oaxaca,Santa María Jacatepec,1
8866,20418,2018,Oaxaca,Santa María Jalapa del Marqués,0
8867,20419,2018,Oaxaca,Santa María Jaltianguis,0
8868,20420,2018,Oaxaca,Santa María Lachixío,0
8869,20421,2018,Oaxaca,Santa María Mixtequilla,0
8870,20422,2018,Oaxaca,Santa María Nativitas,0
8871,20423,2018,Oaxaca,Santa María Nduayaco,0
8872,20424,2018,Oaxaca,Santa María Ozolotepec,0
8873,20425,2018,Oaxaca,Santa María Pápalo,0
8874,20426,2018,Oaxaca,Santa María Peñoles,0
8875,20427,2018,Oaxaca,Santa María Petapa,0
8876,20428,2018,Oaxaca,Santa María Quiegolani,0
8877,20429,2018,Oaxaca,Santa María Sola,0
8878,20430,2018,Oaxaca,Santa María Tataltepec,0
8879,20431,2018,Oaxaca,Santa María Tecomavaca,0
8880,20432,2018,Oaxaca,Santa María Temaxcalapa,0
8881,20433,2018,Oaxaca,Santa María Temaxcaltepec,0
8882,20434,2018,Oaxaca,Santa María Teopoxco,0
8883,20435,2018,Oaxaca,Santa María Tepantlali,0
8884,20436,2018,Oaxaca,Santa María Texcatitlán,0
8885,20437,2018,Oaxaca,Santa María Tlahuitoltepec,0
8886,20438,2018,Oaxaca,Santa María Tlalixtac,0
8887,20439,2018,Oaxaca,Santa María Tonameca,1
8888,20440,2018,Oaxaca,Santa María Totolapilla,0
8889,20441,2018,Oaxaca,Santa María Xadani,0
8890,20442,2018,Oaxaca,Santa María Yalina,0
8891,20443,2018,Oaxaca,Santa María Yavesía,0
8892,20444,2018,Oaxaca,Santa María Yolotepec,0
8893,20445,2018,Oaxaca,Santa María Yosoyúa,0
8894,20446,2018,Oaxaca,Santa María Yucuhiti,0
8895,20447,2018,Oaxaca,Santa María Zacatepec,0
8896,20448,2018,Oaxaca,Santa María Zaniza,0
8897,20449,2018,Oaxaca,Santa María Zoquitlán,0
8898,20450,2018,Oaxaca,Santiago Amoltepec,0
8899,20451,2018,Oaxaca,Santiago Apoala,0
8900,20452,2018,Oaxaca,Santiago Apóstol,1
8901,20453,2018,Oaxaca,Santiago Astata,0
8902,20454,2018,Oaxaca,Santiago Atitlán,0
8903,20455,2018,Oaxaca,Santiago Ayuquililla,0
8904,20456,2018,Oaxaca,Santiago Cacaloxtepec,0
8905,20457,2018,Oaxaca,Santiago Camotlán,0
8906,20458,2018,Oaxaca,Santiago Comaltepec,0
8907,20459,2018,Oaxaca,Santiago Chazumba,0
8908,20460,2018,Oaxaca,Santiago Choápam,0
8909,20461,2018,Oaxaca,Santiago del Río,0
8910,20462,2018,Oaxaca,Santiago Huajolotitlán,0
8911,20463,2018,Oaxaca,Santiago Huauclilla,0
8912,20464,2018,Oaxaca,Santiago Ihuitlán Plumas,0
8913,20465,2018,Oaxaca,Santiago Ixcuintepec,0
8914,20466,2018,Oaxaca,Santiago Ixtayutla,0
8915,20467,2018,Oaxaca,Santiago Jamiltepec,3
8916,20468,2018,Oaxaca,Santiago Jocotepec,2
8917,20469,2018,Oaxaca,Santiago Juxtlahuaca,4
8918,20470,2018,Oaxaca,Santiago Lachiguiri,1
8919,20471,2018,Oaxaca,Santiago Lalopa,0
8920,20472,2018,Oaxaca,Santiago Laollaga,0
8921,20473,2018,Oaxaca,Santiago Laxopa,0
8922,20474,2018,Oaxaca,Santiago Llano Grande,0
8923,20475,2018,Oaxaca,Santiago Matatlán,0
8924,20476,2018,Oaxaca,Santiago Miltepec,0
8925,20477,2018,Oaxaca,Santiago Minas,0
8926,20478,2018,Oaxaca,Santiago Nacaltepec,0
8927,20479,2018,Oaxaca,Santiago Nejapilla,0
8928,20480,2018,Oaxaca,Santiago Nundiche,0
8929,20481,2018,Oaxaca,Santiago Nuyoó,0
8930,20482,2018,Oaxaca,Santiago Pinotepa Nacional,10
8931,20483,2018,Oaxaca,Santiago Suchilquitongo,0
8932,20484,2018,Oaxaca,Santiago Tamazola,0
8933,20485,2018,Oaxaca,Santiago Tapextla,0
8934,20486,2018,Oaxaca,Villa Tejúpam de la Unión,0
8935,20487,2018,Oaxaca,Santiago Tenango,0
8936,20488,2018,Oaxaca,Santiago Tepetlapa,0
8937,20489,2018,Oaxaca,Santiago Tetepec,0
8938,20490,2018,Oaxaca,Santiago Texcalcingo,0
8939,20491,2018,Oaxaca,Santiago Textitlán,0
8940,20492,2018,Oaxaca,Santiago Tilantongo,0
8941,20493,2018,Oaxaca,Santiago Tillo,0
8942,20494,2018,Oaxaca,Santiago Tlazoyaltepec,0
8943,20495,2018,Oaxaca,Santiago Xanica,2
8944,20496,2018,Oaxaca,Santiago Xiacuí,0
8945,20497,2018,Oaxaca,Santiago Yaitepec,0
8946,20498,2018,Oaxaca,Santiago Yaveo,0
8947,20499,2018,Oaxaca,Santiago Yolomécatl,0
8948,20500,2018,Oaxaca,Santiago Yosondúa,0
8949,20501,2018,Oaxaca,Santiago Yucuyachi,0
8950,20502,2018,Oaxaca,Santiago Zacatepec,0
8951,20503,2018,Oaxaca,Santiago Zoochila,0
8952,20504,2018,Oaxaca,Nuevo Zoquiápam,0
8953,20505,2018,Oaxaca,Santo Domingo Ingenio,0
8954,20506,2018,Oaxaca,Santo Domingo Albarradas,0
8955,20507,2018,Oaxaca,Santo Domingo Armenta,0
8956,20508,2018,Oaxaca,Santo Domingo Chihuitán,0
8957,20509,2018,Oaxaca,Santo Domingo de Morelos,0
8958,20510,2018,Oaxaca,Santo Domingo Ixcatlán,0
8959,20511,2018,Oaxaca,Santo Domingo Nuxaá,0
8960,20512,2018,Oaxaca,Santo Domingo Ozolotepec,0
8961,20513,2018,Oaxaca,Santo Domingo Petapa,0
8962,20514,2018,Oaxaca,Santo Domingo Roayaga,0
8963,20515,2018,Oaxaca,Santo Domingo Tehuantepec,28
8964,20516,2018,Oaxaca,Santo Domingo Teojomulco,0
8965,20517,2018,Oaxaca,Santo Domingo Tepuxtepec,0
8966,20518,2018,Oaxaca,Santo Domingo Tlatayápam,0
8967,20519,2018,Oaxaca,Santo Domingo Tomaltepec,0
8968,20520,2018,Oaxaca,Santo Domingo Tonalá,1
8969,20521,2018,Oaxaca,Santo Domingo Tonaltepec,0
8970,20522,2018,Oaxaca,Santo Domingo Xagacía,0
8971,20523,2018,Oaxaca,Santo Domingo Yanhuitlán,0
8972,20524,2018,Oaxaca,Santo Domingo Yodohino,0
8973,20525,2018,Oaxaca,Santo Domingo Zanatepec,2
8974,20526,2018,Oaxaca,Santos Reyes Nopala,0
8975,20527,2018,Oaxaca,Santos Reyes Pápalo,0
8976,20528,2018,Oaxaca,Santos Reyes Tepejillo,0
8977,20529,2018,Oaxaca,Santos Reyes Yucuná,0
8978,20530,2018,Oaxaca,Santo Tomás Jalieza,0
8979,20531,2018,Oaxaca,Santo Tomás Mazaltepec,0
8980,20532,2018,Oaxaca,Santo Tomás Ocotepec,0
8981,20533,2018,Oaxaca,Santo Tomás Tamazulapan,0
8982,20534,2018,Oaxaca,San Vicente Coatlán,0
8983,20535,2018,Oaxaca,San Vicente Lachixío,0
8984,20536,2018,Oaxaca,San Vicente Nuñú,0
8985,20537,2018,Oaxaca,Silacayoápam,1
8986,20538,2018,Oaxaca,Sitio de Xitlapehua,0
8987,20539,2018,Oaxaca,Soledad Etla,1
8988,20540,2018,Oaxaca,Villa de Tamazulápam del Progreso,0
8989,20541,2018,Oaxaca,Tanetze de Zaragoza,0
8990,20542,2018,Oaxaca,Taniche,0
8991,20543,2018,Oaxaca,Tataltepec de Valdés,0
8992,20544,2018,Oaxaca,Teococuilco de Marcos Pérez,0
8993,20545,2018,Oaxaca,Teotitlán de Flores Magón,2
8994,20546,2018,Oaxaca,Teotitlán del Valle,0
8995,20547,2018,Oaxaca,Teotongo,0
8996,20548,2018,Oaxaca,Tepelmeme Villa de Morelos,1
8997,20549,2018,Oaxaca,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",0
8998,20550,2018,Oaxaca,San Jerónimo Tlacochahuaya,0
8999,20551,2018,Oaxaca,Tlacolula de Matamoros,14
9000,20552,2018,Oaxaca,Tlacotepec Plumas,0
9001,20553,2018,Oaxaca,Tlalixtac de Cabrera,5
9002,20554,2018,Oaxaca,Totontepec Villa de Morelos,0
9003,20555,2018,Oaxaca,Trinidad Zaachila,0
9004,20556,2018,Oaxaca,La Trinidad Vista Hermosa,0
9005,20557,2018,Oaxaca,Unión Hidalgo,1
9006,20558,2018,Oaxaca,Valerio Trujano,0
9007,20559,2018,Oaxaca,San Juan Bautista Valle Nacional,0
9008,20560,2018,Oaxaca,Villa Díaz Ordaz,0
9009,20561,2018,Oaxaca,Yaxe,0
9010,20562,2018,Oaxaca,Magdalena Yodocono de Porfirio Díaz,0
9011,20563,2018,Oaxaca,Yogana,0
9012,20564,2018,Oaxaca,Yutanduchi de Guerrero,0
9013,20565,2018,Oaxaca,Villa de Zaachila,7
9014,20566,2018,Oaxaca,San Mateo Yucutindoo,0
9015,20567,2018,Oaxaca,Zapotitlán Lagunas,0
9016,20568,2018,Oaxaca,Zapotitlán Palmas,0
9017,20569,2018,Oaxaca,Santa Inés de Zaragoza,0
9018,20570,2018,Oaxaca,Zimatlán de Álvarez,6
9019,21001,2018,Puebla,Acajete,1
9020,21002,2018,Puebla,Acateno,1
9021,21003,2018,Puebla,Acatlán,0
9022,21004,2018,Puebla,Acatzingo,8
9023,21005,2018,Puebla,Acteopan,0
9024,21006,2018,Puebla,Ahuacatlán,0
9025,21007,2018,Puebla,Ahuatlán,0
9026,21008,2018,Puebla,Ahuazotepec,0
9027,21009,2018,Puebla,Ahuehuetitla,0
9028,21010,2018,Puebla,Ajalpan,1
9029,21011,2018,Puebla,Albino Zertuche,0
9030,21012,2018,Puebla,Aljojuca,0
9031,21013,2018,Puebla,Altepexi,3
9032,21014,2018,Puebla,Amixtlán,0
9033,21015,2018,Puebla,Amozoc,6
9034,21016,2018,Puebla,Aquixtla,0
9035,21017,2018,Puebla,Atempan,1
9036,21018,2018,Puebla,Atexcal,0
9037,21019,2018,Puebla,Atlixco,45
9038,21020,2018,Puebla,Atoyatempan,0
9039,21021,2018,Puebla,Atzala,0
9040,21022,2018,Puebla,Atzitzihuacán,0
9041,21023,2018,Puebla,Atzitzintla,0
9042,21024,2018,Puebla,Axutla,0
9043,21025,2018,Puebla,Ayotoxco de Guerrero,0
9044,21026,2018,Puebla,Calpan,0
9045,21027,2018,Puebla,Caltepec,0
9046,21028,2018,Puebla,Camocuautla,0
9047,21029,2018,Puebla,Caxhuacan,0
9048,21030,2018,Puebla,Coatepec,0
9049,21031,2018,Puebla,Coatzingo,0
9050,21032,2018,Puebla,Cohetzala,0
9051,21033,2018,Puebla,Cohuecan,0
9052,21034,2018,Puebla,Coronango,0
9053,21035,2018,Puebla,Coxcatlán,0
9054,21036,2018,Puebla,Coyomeapan,0
9055,21037,2018,Puebla,Coyotepec,0
9056,21038,2018,Puebla,Cuapiaxtla de Madero,0
9057,21039,2018,Puebla,Cuautempan,0
9058,21040,2018,Puebla,Cuautinchán,0
9059,21041,2018,Puebla,Cuautlancingo,6
9060,21042,2018,Puebla,Cuayuca de Andrade,0
9061,21043,2018,Puebla,Cuetzalan del Progreso,0
9062,21044,2018,Puebla,Cuyoaco,0
9063,21045,2018,Puebla,Chalchicomula de Sesma,7
9064,21046,2018,Puebla,Chapulco,0
9065,21047,2018,Puebla,Chiautla,0
9066,21048,2018,Puebla,Chiautzingo,0
9067,21049,2018,Puebla,Chiconcuautla,0
9068,21050,2018,Puebla,Chichiquila,0
9069,21051,2018,Puebla,Chietla,1
9070,21052,2018,Puebla,Chigmecatitlán,0
9071,21053,2018,Puebla,Chignahuapan,4
9072,21054,2018,Puebla,Chignautla,0
9073,21055,2018,Puebla,Chila,0
9074,21056,2018,Puebla,Chila de la Sal,0
9075,21057,2018,Puebla,Honey,0
9076,21058,2018,Puebla,Chilchotla,0
9077,21059,2018,Puebla,Chinantla,0
9078,21060,2018,Puebla,Domingo Arenas,0
9079,21061,2018,Puebla,Eloxochitlán,0
9080,21062,2018,Puebla,Epatlán,0
9081,21063,2018,Puebla,Esperanza,1
9082,21064,2018,Puebla,Francisco Z. Mena,2
9083,21065,2018,Puebla,General Felipe Ángeles,0
9084,21066,2018,Puebla,Guadalupe,0
9085,21067,2018,Puebla,Guadalupe Victoria,1
9086,21068,2018,Puebla,Hermenegildo Galeana,0
9087,21069,2018,Puebla,Huaquechula,1
9088,21070,2018,Puebla,Huatlatlauca,0
9089,21071,2018,Puebla,Huauchinango,8
9090,21072,2018,Puebla,Huehuetla,0
9091,21073,2018,Puebla,Huehuetlán el Chico,0
9092,21074,2018,Puebla,Huejotzingo,7
9093,21075,2018,Puebla,Hueyapan,0
9094,21076,2018,Puebla,Hueytamalco,0
9095,21077,2018,Puebla,Hueytlalpan,0
9096,21078,2018,Puebla,Huitzilan de Serdán,0
9097,21079,2018,Puebla,Huitziltepec,0
9098,21080,2018,Puebla,Atlequizayan,0
9099,21081,2018,Puebla,Ixcamilpa de Guerrero,0
9100,21082,2018,Puebla,Ixcaquixtla,1
9101,21083,2018,Puebla,Ixtacamaxtitlán,0
9102,21084,2018,Puebla,Ixtepec,0
9103,21085,2018,Puebla,Izúcar de Matamoros,8
9104,21086,2018,Puebla,Jalpan,0
9105,21087,2018,Puebla,Jolalpan,0
9106,21088,2018,Puebla,Jonotla,0
9107,21089,2018,Puebla,Jopala,0
9108,21090,2018,Puebla,Juan C. Bonilla,1
9109,21091,2018,Puebla,Juan Galindo,0
9110,21092,2018,Puebla,Juan N. Méndez,0
9111,21093,2018,Puebla,Lafragua,0
9112,21094,2018,Puebla,Libres,0
9113,21095,2018,Puebla,La Magdalena Tlatlauquitepec,0
9114,21096,2018,Puebla,Mazapiltepec de Juárez,0
9115,21097,2018,Puebla,Mixtla,0
9116,21098,2018,Puebla,Molcaxac,0
9117,21099,2018,Puebla,Cañada Morelos,1
9118,21100,2018,Puebla,Naupan,0
9119,21101,2018,Puebla,Nauzontla,0
9120,21102,2018,Puebla,Nealtican,0
9121,21103,2018,Puebla,Nicolás Bravo,1
9122,21104,2018,Puebla,Nopalucan,0
9123,21105,2018,Puebla,Ocotepec,0
9124,21106,2018,Puebla,Ocoyucan,6
9125,21107,2018,Puebla,Olintla,0
9126,21108,2018,Puebla,Oriental,2
9127,21109,2018,Puebla,Pahuatlán,0
9128,21110,2018,Puebla,Palmar de Bravo,3
9129,21111,2018,Puebla,Pantepec,0
9130,21112,2018,Puebla,Petlalcingo,0
9131,21113,2018,Puebla,Piaxtla,0
9132,21114,2018,Puebla,Puebla,289
9133,21115,2018,Puebla,Quecholac,0
9134,21116,2018,Puebla,Quimixtlán,0
9135,21117,2018,Puebla,Rafael Lara Grajales,0
9136,21118,2018,Puebla,Los Reyes de Juárez,1
9137,21119,2018,Puebla,San Andrés Cholula,32
9138,21120,2018,Puebla,San Antonio Cañada,0
9139,21121,2018,Puebla,San Diego la Mesa Tochimiltzingo,0
9140,21122,2018,Puebla,San Felipe Teotlalcingo,0
9141,21123,2018,Puebla,San Felipe Tepatlán,0
9142,21124,2018,Puebla,San Gabriel Chilac,0
9143,21125,2018,Puebla,San Gregorio Atzompa,2
9144,21126,2018,Puebla,San Jerónimo Tecuanipan,0
9145,21127,2018,Puebla,San Jerónimo Xayacatlán,0
9146,21128,2018,Puebla,San José Chiapa,1
9147,21129,2018,Puebla,San José Miahuatlán,0
9148,21130,2018,Puebla,San Juan Atenco,0
9149,21131,2018,Puebla,San Juan Atzompa,0
9150,21132,2018,Puebla,San Martín Texmelucan,7
9151,21133,2018,Puebla,San Martín Totoltepec,0
9152,21134,2018,Puebla,San Matías Tlalancaleca,1
9153,21135,2018,Puebla,San Miguel Ixitlán,1
9154,21136,2018,Puebla,San Miguel Xoxtla,1
9155,21137,2018,Puebla,San Nicolás Buenos Aires,0
9156,21138,2018,Puebla,San Nicolás de los Ranchos,0
9157,21139,2018,Puebla,San Pablo Anicano,0
9158,21140,2018,Puebla,San Pedro Cholula,15
9159,21141,2018,Puebla,San Pedro Yeloixtlahuaca,0
9160,21142,2018,Puebla,San Salvador el Seco,2
9161,21143,2018,Puebla,San Salvador el Verde,1
9162,21144,2018,Puebla,San Salvador Huixcolotla,0
9163,21145,2018,Puebla,San Sebastián Tlacotepec,0
9164,21146,2018,Puebla,Santa Catarina Tlaltempan,0
9165,21147,2018,Puebla,Santa Inés Ahuatempan,0
9166,21148,2018,Puebla,Santa Isabel Cholula,0
9167,21149,2018,Puebla,Santiago Miahuatlán,1
9168,21150,2018,Puebla,Huehuetlán el Grande,0
9169,21151,2018,Puebla,Santo Tomás Hueyotlipan,0
9170,21152,2018,Puebla,Soltepec,0
9171,21153,2018,Puebla,Tecali de Herrera,0
9172,21154,2018,Puebla,Tecamachalco,13
9173,21155,2018,Puebla,Tecomatlán,0
9174,21156,2018,Puebla,Tehuacán,24
9175,21157,2018,Puebla,Tehuitzingo,0
9176,21158,2018,Puebla,Tenampulco,0
9177,21159,2018,Puebla,Teopantlán,0
9178,21160,2018,Puebla,Teotlalco,0
9179,21161,2018,Puebla,Tepanco de López,1
9180,21162,2018,Puebla,Tepango de Rodríguez,0
9181,21163,2018,Puebla,Tepatlaxco de Hidalgo,0
9182,21164,2018,Puebla,Tepeaca,11
9183,21165,2018,Puebla,Tepemaxalco,0
9184,21166,2018,Puebla,Tepeojuma,0
9185,21167,2018,Puebla,Tepetzintla,0
9186,21168,2018,Puebla,Tepexco,0
9187,21169,2018,Puebla,Tepexi de Rodríguez,2
9188,21170,2018,Puebla,Tepeyahualco,0
9189,21171,2018,Puebla,Tepeyahualco de Cuauhtémoc,2
9190,21172,2018,Puebla,Tetela de Ocampo,0
9191,21173,2018,Puebla,Teteles de Avila Castillo,0
9192,21174,2018,Puebla,Teziutlán,4
9193,21175,2018,Puebla,Tianguismanalco,1
9194,21176,2018,Puebla,Tilapa,0
9195,21177,2018,Puebla,Tlacotepec de Benito Juárez,1
9196,21178,2018,Puebla,Tlacuilotepec,0
9197,21179,2018,Puebla,Tlachichuca,0
9198,21180,2018,Puebla,Tlahuapan,0
9199,21181,2018,Puebla,Tlaltenango,0
9200,21182,2018,Puebla,Tlanepantla,0
